PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
2014-q3,palmer inlet,BRONX        ,7.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bridge park bronx,BRONX        ,7.156,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,beach 30th street playground,QUEENS       ,7.122,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,brower park,BROOKLYN     ,7.047,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
2014-q3,maria hernandez park,BROOKLYN     ,6.873,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,the high line,MANHATTAN    ,6.73,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,friends field,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,wnyc transmitter park,BROOKLYN     ,6.611,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,park avenue malls,MANHATTAN    ,6.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0,0,0,1,0,4,0,5
2014-q3,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,col. young playground,MANHATTAN    ,6.423,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,bradys pond park,STATEN ISLAND,6.402,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,cooper park,BROOKLYN     ,6.401,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,gravesend park,BROOKLYN     ,6.379,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
2014-q3,dr. charles r. drew park,QUEENS       ,6.336,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,trinity park,BROOKLYN     ,6.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,madison square park,MANHATTAN    ,6.234,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,elmhurst park,QUEENS       ,6.219,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,fort hamilton athletic field,BROOKLYN     ,6.194,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,ambrosini field,BRONX        ,6.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,clearview park,QUEENS       ,6.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,ralph demarco park,QUEENS       ,6.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,wingate park,BROOKLYN     ,5.888,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,unnamed park on drumgoole road & huguenot avenue,STATEN ISLAND,5.848,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,de witt clinton park,MANHATTAN    ,5.829,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,unnamed park on boundary avenue,STATEN ISLAND,5.765,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,van voorhees park,BROOKLYN     ,5.739,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hallets cove playground,QUEENS       ,5.7,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,mckinley park,BROOKLYN     ,5.655,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,southern fields,QUEENS       ,5.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,devoe park,BRONX        ,5.44,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,st. michael's playground,QUEENS       ,5.43,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,kennedy playground,QUEENS       ,5.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,mafera park,QUEENS       ,5.4,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,seagirt ave wetlands,QUEENS       ,5.323,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,john paul jones park,BROOKLYN     ,5.317,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,walker park,STATEN ISLAND,5.278,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,old place creek park,STATEN ISLAND,5.233,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hoover - manton playgrounds,QUEENS       ,5.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,gen. douglas macarthur park,STATEN ISLAND,5.165,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,grover cleveland playground,QUEENS       ,5.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,police officer edward byrne park,QUEENS       ,4.966,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,cypress hills playground,BROOKLYN     ,4.947,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,seth low playground/ bealin square,BROOKLYN     ,4.945,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,kelly park,BROOKLYN     ,4.896,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,socrates sculpture park,QUEENS       ,4.893,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,beach 9 playground,QUEENS       ,4.863,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,south beach wetlands,STATEN ISLAND,4.794,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,naples playground,STATEN ISLAND,4.784,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,raoul wallenberg forest,BRONX        ,4.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,west harlem piers,MANHATTAN    ,4.712,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,sports park,STATEN ISLAND,4.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,washington's walk,BRONX        ,4.637,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,cambria playground,QUEENS       ,4.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,marconi park,QUEENS       ,4.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,valentino pier,BROOKLYN     ,4.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,graniteville quarry park,STATEN ISLAND,4.465,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,montbellier park,QUEENS       ,4.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,quarry ballfields,BRONX        ,4.417,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,richman (echo) park,BRONX        ,4.385,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,jerome park,BRONX        ,4.359,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,corlears hook park,MANHATTAN    ,4.355,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,"phil ""scooter"" rizzuto park",QUEENS       ,4.353,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,asphalt green,MANHATTAN    ,4.35,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,faber pool and park,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,machate circle,BROOKLYN     ,4.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hamilton fish park,MANHATTAN    ,4.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,tiffany street pier,BRONX        ,4.231,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,kingdom pond park,STATEN ISLAND,4.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,columbus park brooklyn,BROOKLYN     ,4.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,stapleton playground,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,sternberg park,BROOKLYN     ,4.044,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,colucci playground,BRONX        ,4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,northerleigh park,STATEN ISLAND,3.955,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,stuyvesant square,MANHATTAN    ,3.928,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,last chance pond park,STATEN ISLAND,3.903,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,chelsea park,MANHATTAN    ,3.9,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
2014-q3,fordham landing playground,BRONX        ,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,north 5th street pier and park,BROOKLYN     ,3.882,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,haggerty park,QUEENS       ,3.867,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,jacob h. schiff playground,MANHATTAN    ,3.852,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,grant park,BRONX        ,3.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,east elmhurst playground,QUEENS       ,3.827,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,joseph austin playground,QUEENS       ,3.814,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,unnamed park on rockaway boardwalk & crest road,QUEENS       ,3.809,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,lincoln center plaza,MANHATTAN    ,3.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,ingram woods,STATEN ISLAND,3.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,farm playground,QUEENS       ,3.757,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hinton park,QUEENS       ,3.735,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,louis pasteur park,QUEENS       ,3.673,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,whitey ford field,QUEENS       ,3.622,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,pomonok playground,QUEENS       ,3.596,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,clawson playground,STATEN ISLAND,3.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bennett rest,MANHATTAN    ,3.567,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,governor smith playground,BRONX        ,3.564,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,paerdegat park,BROOKLYN     ,3.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,amersfort park,BROOKLYN     ,3.557,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,city line park,BROOKLYN     ,3.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bailey playground,BRONX        ,3.533,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,nautilus playground queens,QUEENS       ,3.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,vinmont veteran park,BRONX        ,3.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,mcdonald playground brooklyn,BROOKLYN     ,3.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,the olde towne of flushing burial ground,QUEENS       ,3.474,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,wegener park,STATEN ISLAND,3.464,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,unnamed park on beach channel drive & beach 89th to old beach 88th street,QUEENS       ,3.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,julio carballo fields,BRONX        ,3.428,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,grady playground,BROOKLYN     ,3.403,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,breininger park,QUEENS       ,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,co-op city field,BRONX        ,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,st. michael's park,QUEENS       ,3.4,ONE ACRE OR LARGER,0,0,0,1,0,2,0,3
2014-q3,greenwood playground,BROOKLYN     ,3.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,st. andrew's playground,BROOKLYN     ,3.38,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,seward park,MANHATTAN    ,3.361,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,behagen playground,BRONX        ,3.348,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,dugan playground,STATEN ISLAND,3.333,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,evergreen park,QUEENS       ,3.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,john jay park,MANHATTAN    ,3.312,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,university woods,BRONX        ,3.306,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,watson gleason playground,BRONX        ,3.301,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,tottenville pool,STATEN ISLAND,3.259,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,vito locascio field,QUEENS       ,3.258,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,callahan-kelly playground,BROOKLYN     ,3.253,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,judge moses weinstein playground,QUEENS       ,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,columbus park at manhattan,MANHATTAN    ,3.233,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,greencroft playground,STATEN ISLAND,3.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bill brown playground,BROOKLYN     ,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,saratoga park,BROOKLYN     ,3.214,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,scarangella park,BROOKLYN     ,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,jamaica playground,QUEENS       ,3.21,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,noble playground,BRONX        ,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,marcy playground,BROOKLYN     ,3.201,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,lyons pool,STATEN ISLAND,3.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,wayanda park,QUEENS       ,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,american veterans memorial pier,BROOKLYN     ,3.169,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,holcombe rucker park,MANHATTAN    ,3.125,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,jesse owens playground,BROOKLYN     ,3.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,east river walk,MANHATTAN    ,3.089,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,park of the americas,QUEENS       ,3.076,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,brooklyn heights promenade,BROOKLYN     ,3.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,j.j. byrne playground,BROOKLYN     ,3.03,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
2014-q3,hero park,STATEN ISLAND,3.024,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,nostrand playground,BROOKLYN     ,3.023,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,fort independence playground,BRONX        ,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,brownsville playground,BROOKLYN     ,3.017,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,grandview playground,STATEN ISLAND,3.014,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,lawrence virgilio playground,QUEENS       ,3.009,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,jacob joffe fields,BROOKLYN     ,2.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,classon playground at classon avenue & kent,BROOKLYN     ,2.982,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,utopia playground,QUEENS       ,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bath beach park,BROOKLYN     ,2.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,glen oaks oval,QUEENS       ,2.948,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,merriam playground,BRONX        ,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,poseidon playground,BROOKLYN     ,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,robert e. venable park,BROOKLYN     ,2.939,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,lefferts playground,QUEENS       ,2.937,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,walt whitman park,BROOKLYN     ,2.913,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,westerleigh park,STATEN ISLAND,2.889,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,peters field,QUEENS       ,2.872,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,delphin h. greene playground,QUEENS       ,2.861,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hoffman park,QUEENS       ,2.857,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,markham playground,STATEN ISLAND,2.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,sperandeo brothers playground,BROOKLYN     ,2.799,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bushwick playground on knickerbocker avenue,BROOKLYN     ,2.783,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,irving square park,BROOKLYN     ,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,st. vartan park,MANHATTAN    ,2.759,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,ravenswood playground,QUEENS       ,2.758,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,gorman playground,QUEENS       ,2.755,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,louis cuvillier park,MANHATTAN    ,2.752,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,grace playground,BROOKLYN     ,2.744,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,green central knoll,BROOKLYN     ,2.741,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,detective william t. gunn park,QUEENS       ,2.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,holy cow playground,QUEENS       ,2.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bayside fields,QUEENS       ,2.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hickman playground,BROOKLYN     ,2.656,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,arbutus woods park,STATEN ISLAND,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,stars & stripes playground,BRONX        ,2.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,p.o. serrano playground,BRONX        ,2.618,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,coleman playground,MANHATTAN    ,2.61,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,margaret i. carman green - weeping beech,QUEENS       ,2.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,kathy reilly triangle,BROOKLYN     ,2.589,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,riverdale playground,BRONX        ,2.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,marie curie park,QUEENS       ,2.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,edenwald playground,BRONX        ,2.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,thomas greene playground,BROOKLYN     ,2.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,murray playground,QUEENS       ,2.524,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,bathgate playground,BRONX        ,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,big bush park,QUEENS       ,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,joseph rodman drake park,BRONX        ,2.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,indepence park sylvan grove cemetery,STATEN ISLAND,2.476,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,alley park,QUEENS       ,2.446,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,frederick johnson playground,MANHATTAN    ,2.445,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,damrosch park,MANHATTAN    ,2.443,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,asser levy playground,MANHATTAN    ,2.436,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,harry maze playground,BROOKLYN     ,2.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,lost battalion hall recreation center,QUEENS       ,2.412,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,dutch kills playground,QUEENS       ,2.4,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,kosciuszko pool,BROOKLYN     ,2.391,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,west playground,BROOKLYN     ,2.387,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,homecrest playground,BROOKLYN     ,2.372,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,de matti playground,STATEN ISLAND,2.335,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,poe park,BRONX        ,2.331,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
2014-q3,overlook park,QUEENS       ,2.327,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,baruch playground,MANHATTAN    ,2.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,floyd patterson ballfields,BROOKLYN     ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,osborn playground,BROOKLYN     ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,railroad playground,BROOKLYN     ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,triboro plaza,MANHATTAN    ,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,power playground,BROOKLYN     ,2.295,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,monsignor crawford field,BROOKLYN     ,2.291,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,martin luther king jr. playground,BROOKLYN     ,2.29,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,p.o. reinaldo salgado playground,BROOKLYN     ,2.289,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,carlton park at carlton avenue & foster road,STATEN ISLAND,2.288,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,century playground,BROOKLYN     ,2.282,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,south pacific playground,BROOKLYN     ,2.264,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
2014-q3,north shore esplanade,STATEN ISLAND,2.252,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,fox playground brooklyn,BROOKLYN     ,2.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,vleigh playground,QUEENS       ,2.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,laredo avenue parcel,STATEN ISLAND,2.223,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,frederick b. judge playground,QUEENS       ,2.217,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,belmont playground bronx,BRONX        ,2.213,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,mahoney playground,STATEN ISLAND,2.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,anchorage plaza,BROOKLYN     ,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,astoria heights playground,QUEENS       ,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,hoyt playground,QUEENS       ,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,loreto playground,BRONX        ,2.181,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,harding park,BRONX        ,2.16,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
2014-q3,washington market park,MANHATTAN    ,2.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,vidalia park,BRONX        ,2.136,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,unnamed park on e 122nd street,MANHATTAN    ,2.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,bridge park brooklyn,BROOKLYN     ,2.117,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3
2014-q3,hamilton metz field,BROOKLYN     ,2.112,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,cardozo playground,QUEENS       ,2.096,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,centreville playground,QUEENS       ,2.095,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,redfern playground,QUEENS       ,2.093,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,sheepshead playground,BROOKLYN     ,2.087,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,story playground,BRONX        ,2.075,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
2014-q3,sakura park,MANHATTAN    ,2.067,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
