,Created_Time,park_name,Complaint
2636,2015-q3,theodore roosevelt park,2
2637,2015-q3,thomas boyland park,7
2638,2015-q3,thomas greene playground,15
2639,2015-q3,thomas paine park,1
2640,2015-q3,tiffany street pier,2
2641,2015-q3,toad hall playground,1
2642,2015-q3,tompkins square park,4
2643,2015-q3,torsney playground,2
2644,2015-q3,tottenville pool,1
2645,2015-q3,travers park,6
2646,2015-q3,tremont park,2
2647,2015-q3,triborough bridge playground b,3
2648,2015-q3,trinity park,7
2649,2015-q3,tudor park,3
2650,2015-q3,underwood park,1
2651,2015-q3,union square park,2
2652,2015-q3,university place,1
2653,2015-q3,university woods,1
2654,2015-q3,utopia playground,2
2655,2015-q3,valentino pier,6
2656,2015-q3,van alst playground,7
2657,2015-q3,van cortlandt park,16
2658,2015-q3,van dyke playground,1
2659,2015-q3,van voorhees park,4
2660,2015-q3,vinmont veteran park,1
2661,2015-q3,vleigh playground,3
2662,2015-q3,von briesen park,3
2663,2015-q3,walt whitman park,2
2664,2015-q3,washington market park,2
2665,2015-q3,washington's walk,6
2666,2015-q3,watson gleason playground,4
2667,2015-q3,wegener park,5
2668,2015-q3,west bronx recreation center,1
2669,2015-q3,west playground,2
2670,2015-q3,westwood park,1
2671,2015-q3,whitestone playground,1
2672,2015-q3,whitey ford field,2
2673,2015-q3,willets point playground,5
2674,2015-q3,william sheridan playground,1
2675,2015-q3,williamsbridge oval,4
2676,2015-q3,willis playground,1
2677,2015-q3,willowbrook park,7
2678,2015-q3,willowbrook parkway,18
2679,2015-q3,wingate park,1
2680,2015-q3,woods playground,4
2681,2015-q3,woodtree playground,11
2682,2015-q3,yellowstone park,2
2683,2015-q4,adam clayton powell jr. malls,3
2684,2015-q4,albert j. parham playground,2
2685,2015-q4,alfred e. smith playground,23
2686,2015-q4,alice austen park,1
2687,2015-q4,allen mall one,6
2688,2015-q4,allerton playground,1
2689,2015-q4,alley athletic playground,5
2690,2015-q4,alley park,3
2691,2015-q4,alley pond park,30
2692,2015-q4,allison pond park,1
2693,2015-q4,almeda playground,1
2694,2015-q4,ambrosini field,5
2695,2015-q4,american veterans memorial pier,1
2696,2015-q4,anchorage plaza,3
2697,2015-q4,annadale playground,5
2698,2015-q4,aqueduct walk,5
2699,2015-q4,arcilla playground,1
2700,2015-q4,arden woods,3
2701,2015-q4,asphalt green,1
2702,2015-q4,asser levy park,3
2703,2015-q4,astoria heights playground,2
2704,2015-q4,astoria park,5
2705,2015-q4,baisley pond park,17
2706,2015-q4,banneker playground,5
2707,2015-q4,barrett park,2
2708,2015-q4,barretto point park,6
2709,2015-q4,bartel-pritchard square,2
2710,2015-q4,battery park,5
2711,2015-q4,battery park city,2
2712,2015-q4,bayside playground,2
2713,2015-q4,bayswater park,5
2714,2015-q4,beach 17 playground,6
2715,2015-q4,beach 9 playground,2
2716,2015-q4,beach channel park,3
2717,2015-q4,beach channel playground,4
2718,2015-q4,behagen playground,2
2719,2015-q4,bell malls,11
2720,2015-q4,belt parkway,17
2721,2015-q4,belt parkway/shore parkway,49
2722,2015-q4,bensonhurst park,4
2723,2015-q4,betsy head park,6
2724,2015-q4,big bush park,1
2725,2015-q4,bill brown playground,1
2726,2015-q4,blood root valley,5
2727,2015-q4,bloomingdale park,4
2728,2015-q4,blue heron park,10
2729,2015-q4,booker t. washington playground,1
2730,2015-q4,bowne park,2
2731,2015-q4,bowne playground,1
2732,2015-q4,breininger park,1
2733,2015-q4,breukelen ballfields,5
2734,2015-q4,brevoort playground,5
2735,2015-q4,briarwood playground,1
2736,2015-q4,broadway malls,10
2737,2015-q4,bronx park,20
2738,2015-q4,bronx river parkway,40
2739,2015-q4,brooklyn botanic garden,17
2740,2015-q4,brooklyn bridge park,5
2741,2015-q4,brooklyn heights promenade,4
2742,2015-q4,brooklyn museum,9
2743,2015-q4,brookville park,9
2744,2015-q4,brower park,5
2745,2015-q4,brownsville playground,7
2746,2015-q4,bruckner playground,3
2747,2015-q4,bulova park,1
2748,2015-q4,bunker ponds park,4
2749,2015-q4,burns playground,1
2750,2015-q4,cadman plaza park,5
2751,2015-q4,callahan-kelly playground,7
2752,2015-q4,calvert vaux park,1
2753,2015-q4,cambria playground,5
2754,2015-q4,canarsie park,8
2755,2015-q4,captain tilly park,2
2756,2015-q4,cardozo playground,4
2757,2015-q4,carl schurz park,1
2758,2015-q4,carroll park,2
2759,2015-q4,caserta playground,4
2760,2015-q4,castle hill park,6
2761,2015-q4,castle hill playground,3
2762,2015-q4,castlewood playground,1
2763,2015-q4,challenge playground,4
2764,2015-q4,chappetto square,1
2765,2015-q4,charlie's place,2
2766,2015-q4,chester playground,5
2767,2015-q4,city hall park,5
2768,2015-q4,city line park,4
2769,2015-q4,claremont park,6
2770,2015-q4,clawson playground,2
2771,2015-q4,clearview park,1
2772,2015-q4,clearview park golf course,5
2773,2015-q4,clintonville playground,2
2774,2015-q4,clove lakes park,13
2775,2015-q4,clove's tail,3
2776,2015-q4,coffey park,5
2777,2015-q4,colden playground,3
2778,2015-q4,coleman playground,2
2779,2015-q4,colgate close,4
2780,2015-q4,colonel david marcus playground,1
2781,2015-q4,colucci playground,2
2782,2015-q4,commodore barry park,5
2783,2015-q4,conch playground,5
2784,2015-q4,coney island beach & boardwalk,8
2785,2015-q4,coney island boat basin,1
2786,2015-q4,conference house park,3
2787,2015-q4,cooney grauer field,1
2788,2015-q4,cooper park,5
2789,2015-q4,corlears hook park,4
2790,2015-q4,corona golf playground,2
2791,2015-q4,cpl. thompson park,3
2792,2015-q4,crescent beach park,12
2793,2015-q4,crocheron park,1
2794,2015-q4,cross island parkway,42
2795,2015-q4,crotona park,17
2796,2015-q4,crotona parkway malls,2
2797,2015-q4,cunningham park,39
2798,2015-q4,cuyler gore park,5
2799,2015-q4,d'emic playground,18
2800,2015-q4,daniel boone playground,2
2801,2015-q4,daniel m. o'connell playground,1
2802,2015-q4,de hostos playground,2
2803,2015-q4,de matti playground,1
2804,2015-q4,dean playground,3
2805,2015-q4,deere park,1
2806,2015-q4,delphin h. greene playground,2
2807,2015-q4,detective joseph mayrose park,2
2808,2015-q4,detective keith l williams park,3
2809,2015-q4,detective william t. gunn park,1
2810,2015-q4,devoe park,2
2811,2015-q4,dimattina playground,3
2812,2015-q4,dome playground,1
2813,2015-q4,dongan playground,4
2814,2015-q4,doughboy plaza,2
2815,2015-q4,douglaston park golf course,8
2816,2015-q4,dr. charles r. drew park,5
2817,2015-q4,dr. green playground,1
2818,2015-q4,dr. ronald mcnair park,11
2819,2015-q4,dubos point wildlife sanctuary,3
2820,2015-q4,dugan playground,3
2821,2015-q4,dutch kills playground,1
2822,2015-q4,dyker beach park,13
2823,2015-q4,east elmhurst playground,9
2824,2015-q4,east river park,26
2825,2015-q4,east springfield playground,5
2826,2015-q4,eastchester playground,1
2827,2015-q4,eastern parkway,48
2828,2015-q4,ehrenreich-austin playground,3
2829,2015-q4,eibs pond park,2
2830,2015-q4,eleanor roosevelt playground,1
2831,2015-q4,electric playground,3
2832,2015-q4,emerald playground,1
2833,2015-q4,equity park,3
2834,2015-q4,ericsson playground,3
2835,2015-q4,evergreen park,3
2836,2015-q4,ewen park,3
2837,2015-q4,farm playground,1
2838,2015-q4,father macris park,5
2839,2015-q4,fermi playground,5
2840,2015-q4,ferry point park,5
2841,2015-q4,fish playground,4
2842,2015-q4,flatbush malls,7
2843,2015-q4,floyd patterson ballfields,8
2844,2015-q4,flushing fields,5
2845,2015-q4,flushing meadows corona park,49
2846,2015-q4,fordham landing playground,4
2847,2015-q4,forest park,27
2848,2015-q4,fort greene park,13
2849,2015-q4,fort hamilton athletic field,2
2850,2015-q4,fort independence playground,1
2851,2015-q4,fort tryon park,13
2852,2015-q4,fort washington park,2
2853,2015-q4,fountain of youth playground,1
2854,2015-q4,four sparrow marsh,1
2855,2015-q4,francis lewis playground,2
2856,2015-q4,frank d. o'connor playground,7
2857,2015-q4,frank golden park,2
2858,2015-q4,frank principe park,3
2859,2015-q4,franklin d. roosevelt boardwalk and beach,14
2860,2015-q4,franz sigel park,1
2861,2015-q4,frederick b. judge playground,3
2862,2015-q4,fresh creek nature preserve,3
2863,2015-q4,fresh meadows playground,4
2864,2015-q4,freshkills park,15
2865,2015-q4,frontera park,3
2866,2015-q4,fulton park,6
2867,2015-q4,gaeta park,6
2868,2015-q4,gemini fields,8
2869,2015-q4,gen. douglas macarthur park,3
2870,2015-q4,gilbert ramirez park,1
2871,2015-q4,givan square,3
2872,2015-q4,givans creek woods,6
2873,2015-q4,glen oaks oval,1
2874,2015-q4,glenwood playground,1
2875,2015-q4,golconda playground,3
2876,2015-q4,gonzalo plasencia playground,7
2877,2015-q4,gorman park,1
2878,2015-q4,gorman playground,4
2879,2015-q4,governor smith playground,1
2880,2015-q4,grace playground,2
2881,2015-q4,grand central parkway,39
2882,2015-q4,grand ferry park,1
2883,2015-q4,grandview playground,3
2884,2015-q4,graniteville quarry park,1
2885,2015-q4,graniteville swamp park,1
2886,2015-q4,grant park,2
2887,2015-q4,grassmere playground,8
2888,2015-q4,gravesend park,3
2889,2015-q4,great kills park,24
2890,2015-q4,green central knoll,4
2891,2015-q4,greenbelt native plant center,1
2892,2015-q4,greencroft playground,2
2893,2015-q4,greene playground,1
2894,2015-q4,grover cleveland playground,10
2895,2015-q4,haffen park,11
2896,2015-q4,haggerty park,2
2897,2015-q4,hallets cove playground,4
2898,2015-q4,hamilton fish park,1
2899,2015-q4,hamilton metz field,2
2900,2015-q4,harding park,11
2901,2015-q4,harding park beautification project,5
2902,2015-q4,harmony park,7
2903,2015-q4,harold ickes playground,4
2904,2015-q4,harvey park,1
2905,2015-q4,hattie carthan playground,3
2906,2015-q4,heckscher playground,5
2907,2015-q4,henry hudson park,1
2908,2015-q4,henry hudson parkway,2
2909,2015-q4,herbert von king park,9
2910,2015-q4,herman dolgon playground,5
2911,2015-q4,hero park,1
2912,2015-q4,high rock park,3
2913,2015-q4,highland park,9
2914,2015-q4,hilton holiday gardens,1
2915,2015-q4,hinton park,2
2916,2015-q4,hoffman park,6
2917,2015-q4,homecrest playground,1
2918,2015-q4,howard playground,2
2919,2015-q4,howard von dohlen playground,3
2920,2015-q4,hugh j. grant circle,4
2921,2015-q4,hutchinson river parkway,19
2922,2015-q4,idlewild park,9
2923,2015-q4,ingram woods,6
2924,2015-q4,inwood hill park,10
2925,2015-q4,irving square park,5
2926,2015-q4,isham park,6
2927,2015-q4,jackie robinson parkway,40
2928,2015-q4,jackie robinson playground,4
2929,2015-q4,jacob's ladder playground,1
2930,2015-q4,jamaica bay park,1
2931,2015-q4,jamaica playground,2
2932,2015-q4,james j walker park,3
2933,2015-q4,jerome playground,3
2934,2015-q4,jesse owens playground,4
2935,2015-q4,joan of arc park,1
2936,2015-q4,john hancock playground,6
2937,2015-q4,john j carty park,1
2938,2015-q4,john paul jones park,2
2939,2015-q4,jones woods park,5
2940,2015-q4,joseph rodman drake park,1
2941,2015-q4,joyce kilmer park,2
2942,2015-q4,judge moses weinstein playground,2
2943,2015-q4,julio carballo fields,7
2944,2015-q4,juniper valley park,19
2945,2015-q4,kathy reilly triangle,2
2946,2015-q4,kennedy playground,3
2947,2015-q4,kingdom pond park,5
2948,2015-q4,kissena corridor park,62
2949,2015-q4,kissena park,11
2950,2015-q4,korean war veterans plaza,6
2951,2015-q4,kosciuszko pool,6
2952,2015-q4,l/cpl thomas p. noonan jr. playground,4
2953,2015-q4,la guardia playground,3
2954,2015-q4,laguardia landing lights,33
2955,2015-q4,laredo avenue parcel,5
2956,2015-q4,last chance pond park,3
2957,2015-q4,latimer playground,1
2958,2015-q4,latourette park & golf course,10
2959,2015-q4,laurelton parkway,16
2960,2015-q4,laurelton playground,1
2961,2015-q4,lawrence virgilio playground,2
2962,2015-q4,lefferts playground,4
2963,2015-q4,leif ericson fields,3
2964,2015-q4,leif ericson park,19
2965,2015-q4,lemon creek park,5
2966,2015-q4,lincoln center plaza,3
2967,2015-q4,lincoln terrace / arthur s. somers park,2
2968,2015-q4,linden park,10
2969,2015-q4,lindower park,3
2970,2015-q4,linnaeus park,1
2971,2015-q4,little bay park,2
2972,2015-q4,locust manor playground,4
2973,2015-q4,locust point marina,14
2974,2015-q4,london planetree playground,5
2975,2015-q4,long pond park,4
2976,2015-q4,lopez playground,2
2977,2015-q4,loreto playground,4
2978,2015-q4,lost battalion hall recreation center,3
2979,2015-q4,louis armstrong playground,2
2980,2015-q4,louis pasteur park,3
2981,2015-q4,lozada playground,1
2982,2015-q4,lt. lia playground,1
2983,2015-q4,luther gulick playground,1
2984,2015-q4,lyons pool,5
2985,2015-q4,macneil park,1
2986,2015-q4,macombs dam park,4
2987,2015-q4,madison square park,1
2988,2015-q4,mafera park,2
2989,2015-q4,magenta playground,1
2990,2015-q4,mahoney playground,1
2991,2015-q4,manhattan beach park,5
2992,2015-q4,maple grove park,1
2993,2015-q4,marc and jason's playground,3
2994,2015-q4,marconi park,2
2995,2015-q4,marcy playground,2
2996,2015-q4,margaret i. carman green - weeping beech,3
2997,2015-q4,maria hernandez park,6
2998,2015-q4,marie curie park,2
2999,2015-q4,marine park,26
3000,2015-q4,marion hopkinson playground,2
3001,2015-q4,markham playground,2
3002,2015-q4,martin luther king playground,1
3003,2015-q4,martinez playground,5
3004,2015-q4,matthews muliner playground,14
3005,2015-q4,maurice a fitzgerald playground,8
3006,2015-q4,mccarren park,12
3007,2015-q4,mcguire fields,2
3008,2015-q4,mckinley park,5
3009,2015-q4,mclaughlin park,2
3010,2015-q4,mentone playground,1
3011,2015-q4,merriam playground,4
3012,2015-q4,middleton playground,3
3013,2015-q4,midland field,3
3014,2015-q4,midland malls,5
3015,2015-q4,midland playground,2
3016,2015-q4,montbellier park,1
3017,2015-q4,moore homestead playground,5
3018,2015-q4,morningside park,6
3019,2015-q4,mosholu parkway,7
3020,2015-q4,motor parkway,16
3021,2015-q4,mount eden malls,7
3022,2015-q4,mount prospect park,1
3023,2015-q4,msgr. mcgolrick park,5
3024,2015-q4,mullaly park,2
3025,2015-q4,murray hill playground,1
3026,2015-q4,murray playground,4
3027,2015-q4,nehemiah park,1
3028,2015-q4,nelson playground,1
3029,2015-q4,neptune playground,5
3030,2015-q4,nicholas naquan heyward jr. park,1
3031,2015-q4,noble playground,1
3032,2015-q4,north rochdale playground,1
3033,2015-q4,north shore esplanade,10
3034,2015-q4,northerleigh park,3
3035,2015-q4,northern playground,2
3036,2015-q4,nostrand playground,2
3037,2015-q4,oakland gardens,2
3038,2015-q4,ocean breeze park,6
3039,2015-q4,ocean hill playground,1
3040,2015-q4,ocean parkway malls,39
3041,2015-q4,old place creek park,1
3042,2015-q4,olmsted-beil house park,1
3043,2015-q4,osborn playground,2
3044,2015-q4,overlook park,1
3045,2015-q4,owl's head park,7
3046,2015-q4,p.o. reinaldo salgado playground,1
3047,2015-q4,p.o. serrano playground,7
3048,2015-q4,paerdegat basin park,7
3049,2015-q4,paerdegat park,3
3050,2015-q4,parade ground,4
3051,2015-q4,park avenue malls,12
3052,2015-q4,park of the americas,6
3053,2015-q4,paul raimonda playground,3
3054,2015-q4,pelham bay park,23
3055,2015-q4,pelham parkway,24
3056,2015-q4,pena herrera park,2
3057,2015-q4,peters field,1
3058,2015-q4,"phil ""scooter"" rizzuto park",3
3059,2015-q4,pink playground,2
3060,2015-q4,planeview park,1
3061,2015-q4,playground 52 lii,2
3062,2015-q4,playground eighty lxxx,1
3063,2015-q4,playground ninety,1
3064,2015-q4,playground one twenty five cxxv,1
3065,2015-q4,playground sixty two lxii,4
3066,2015-q4,playground twenty one,1
3067,2015-q4,plimpton playground,3
3068,2015-q4,poe park,1
3069,2015-q4,police officer nicholas demutiis park,6
3070,2015-q4,potomac playground,3
3071,2015-q4,powell playground,1
3072,2015-q4,powell's cove park,6
3073,2015-q4,power playground,2
3074,2015-q4,prall playground,2
3075,2015-q4,prescott playground,2
3076,2015-q4,printer's park,1
3077,2015-q4,prospect park,21
3078,2015-q4,prospect playground,1
3079,2015-q4,pugsley creek park,19
3080,2015-q4,pulaski park,1
3081,2015-q4,pulaski playground,3
3082,2015-q4,queens farm park,9
3083,2015-q4,queensbridge park,7
3084,2015-q4,ralph demarco park,2
3085,2015-q4,ravenswood playground,6
3086,2015-q4,raymond bush playground,4
3087,2015-q4,real good park,3
3088,2015-q4,red hook recreation area,22
3089,2015-q4,redfern playground,1
3090,2015-q4,reed's basket willow swamp park,1
3091,2015-q4,reiff playground,1
3092,2015-q4,remsen playground,2
3093,2015-q4,rev j polite playground,2
3094,2015-q4,richman (echo) park,1
3095,2015-q4,richmond parkway,25
3096,2015-q4,riverdale park,3
3097,2015-q4,riverside park,18
3098,2015-q4,rochdale park,2
3099,2015-q4,rockaway beach and boardwalk,10
3100,2015-q4,rockaway community park,2
3101,2015-q4,rockaway freeway,46
3102,2015-q4,roebling playground,7
3103,2015-q4,rosemary's playground,10
3104,2015-q4,roy wilkins recreation center,2
3105,2015-q4,rudd playground,1
3106,2015-q4,rufus king park,13
3107,2015-q4,russell sage playground,1
3108,2015-q4,sakura park,2
3109,2015-q4,sara d. roosevelt park,10
3110,2015-q4,saratoga ballfields,3
3111,2015-q4,saratoga park,11
3112,2015-q4,saul weprin playground,2
3113,2015-q4,saw mill creek marsh,1
3114,2015-q4,scarangella park,4
3115,2015-q4,schmul park,1
3116,2015-q4,seagirt ave wetlands,3
3117,2015-q4,seaside playground,3
3118,2015-q4,seaside wildlife nature park,1
3119,2015-q4,sedgwick playground,1
3120,2015-q4,seth low playground/ bealin square,2
3121,2015-q4,seton falls park,2
3122,2015-q4,seward park,5
3123,2015-q4,sheepshead bay piers,2
3124,2015-q4,sheepshead playground,3
3125,2015-q4,shore park and parkway,33
3126,2015-q4,siedenburg park,2
3127,2015-q4,silver lake park,17
3128,2015-q4,simeone park,8
3129,2015-q4,skyline playground,4
3130,2015-q4,snug harbor cultural center,4
3131,2015-q4,sobel court park,1
3132,2015-q4,soundview park,23
3133,2015-q4,south beach wetlands,1
3134,2015-q4,south oxford park,1
3135,2015-q4,south pacific playground,8
3136,2015-q4,south shore country club,9
3137,2015-q4,space time playground,2
3138,2015-q4,sperandeo brothers playground,2
3139,2015-q4,sports park,1
3140,2015-q4,spring creek park,12
3141,2015-q4,spring creek park addition,4
3142,2015-q4,springfield park,5
3143,2015-q4,springfield park north,1
3144,2015-q4,spuyten duyvil shorefront park,4
3145,2015-q4,st. albans park,7
3146,2015-q4,st. andrew's playground,4
3147,2015-q4,st. james park,2
3148,2015-q4,st. john's recreation center,7
3149,2015-q4,st. michael's park,3
3150,2015-q4,st. nicholas park,2
3151,2015-q4,stapleton playground,2
3152,2015-q4,star spangled playground,2
3153,2015-q4,staten island industrial park,9
3154,2015-q4,sternberg park,1
3155,2015-q4,steuben playground,2
3156,2015-q4,story playground,4
3157,2015-q4,stroud playground,2
3158,2015-q4,sumner playground,2
3159,2015-q4,sunrise playground,3
3160,2015-q4,sunset park,13
3161,2015-q4,sutter ballfields,2
3162,2015-q4,taaffe playground,2
3163,2015-q4,tall oak playground,1
3164,2015-q4,tanahey playground,5
3165,2015-q4,tappen park,8
3166,2015-q4,taylor playground,8
3167,2015-q4,telephone playground,1
3168,2015-q4,terrace playground,3
3169,2015-q4,the high line,4
3170,2015-q4,the olde towne of flushing burial ground,2
3171,2015-q4,theodore roosevelt park,2
3172,2015-q4,thomas boyland park,9
3173,2015-q4,thomas greene playground,11
3174,2015-q4,thomas paine park,15
3175,2015-q4,thursby basin park,1
3176,2015-q4,tiffany playground,1
3177,2015-q4,tiffany street pier,4
3178,2015-q4,toad hall playground,1
3179,2015-q4,tompkins square park,1
3180,2015-q4,torsney playground,1
3181,2015-q4,tottenville pool,5
3182,2015-q4,travers park,2
3183,2015-q4,trinity park,4
3184,2015-q4,tudor park,3
3185,2015-q4,underwood park,2
3186,2015-q4,university place,2
3187,2015-q4,university woods,2
3188,2015-q4,valentino pier,2
3189,2015-q4,van alst playground,3
3190,2015-q4,van cortlandt park,16
3191,2015-q4,van dyke playground,4
3192,2015-q4,van voorhees park,2
3193,2015-q4,vernam barbadoes peninsula,1
3194,2015-q4,vito locascio field,1
3195,2015-q4,vleigh playground,3
3196,2015-q4,von briesen park,3
3197,2015-q4,walker park,1
3198,2015-q4,washington square park,2
3199,2015-q4,washington's walk,4
3200,2015-q4,watson gleason playground,5
3201,2015-q4,wayanda park,2
3202,2015-q4,west bronx recreation center,2
3203,2015-q4,west playground,2
3204,2015-q4,westbourne playground,1
3205,2015-q4,westerleigh park,1
3206,2015-q4,westwood park,3
3207,2015-q4,whitey ford field,1
3208,2015-q4,willets point playground,3
3209,2015-q4,william sheridan playground,1
3210,2015-q4,williamsbridge oval,1
3211,2015-q4,willis playground,1
3212,2015-q4,willow lake playground,2
3213,2015-q4,willowbrook park,1
3214,2015-q4,willowbrook parkway,17
3215,2015-q4,wingate park,8
3216,2015-q4,woods playground,1
3217,2015-q4,woodtree playground,7
3218,2015-q4,yellowstone park,1
3219,2016-q1,"""uncle"" vito e. maranzano glendale playground",2
3220,2016-q1,abe stark skating rink,2
3221,2016-q1,adam clayton powell jr. malls,6
3222,2016-q1,admiral farragut playground,3
3223,2016-q1,agnes haywood playground,1
3224,2016-q1,albert j. parham playground,5
3225,2016-q1,alfred e. smith playground,1
3226,2016-q1,alice austen park,2
3227,2016-q1,allen mall one,2
3228,2016-q1,allerton playground,1
3229,2016-q1,alley athletic playground,9
3230,2016-q1,alley park,3
3231,2016-q1,alley pond park,47
3232,2016-q1,almeda playground,3
3233,2016-q1,ambrosini field,2
3234,2016-q1,ampere playground,2
3235,2016-q1,anchorage plaza,1
3236,2016-q1,annadale playground,4
3237,2016-q1,aqueduct walk,18
3238,2016-q1,arcilla playground,1
3239,2016-q1,arden woods,3
3240,2016-q1,asser levy park,2
3241,2016-q1,astoria heights playground,1
3242,2016-q1,astoria park,8
3243,2016-q1,bailey playground,5
3244,2016-q1,baisley pond park,23
3245,2016-q1,banneker playground,6
3246,2016-q1,barrett park,2
3247,2016-q1,barretto point park,3
3248,2016-q1,baruch playground,1
3249,2016-q1,bath beach park,2
3250,2016-q1,bath playground,3
3251,2016-q1,battery park,1
3252,2016-q1,battery park city,10
3253,2016-q1,bayside fields,2
3254,2016-q1,bayswater park,5
3255,2016-q1,bayview terrace park,1
3256,2016-q1,beach 17 playground,3
3257,2016-q1,beach 9 playground,1
3258,2016-q1,beach channel park,6
3259,2016-q1,beach channel playground,8
3260,2016-q1,bell malls,9
3261,2016-q1,belt parkway,9
3262,2016-q1,belt parkway/shore parkway,78
3263,2016-q1,bennett park,1
3264,2016-q1,bennett rest,2
3265,2016-q1,bensonhurst park,6
3266,2016-q1,betsy head park,2
3267,2016-q1,big bush park,2
3268,2016-q1,bill brown playground,2
3269,2016-q1,blood root valley,3
3270,2016-q1,bloomingdale park,15
3271,2016-q1,blue heron park,13
3272,2016-q1,bowling green,3
3273,2016-q1,bowne park,3
3274,2016-q1,breininger park,1
3275,2016-q1,breukelen ballfields,4
3276,2016-q1,brevoort playground,3
3277,2016-q1,briarwood playground,6
3278,2016-q1,broad channel park,2
3279,2016-q1,broadway malls,17
3280,2016-q1,bronx park,20
3281,2016-q1,bronx river parkway,30
3282,2016-q1,brooklyn botanic garden,16
3283,2016-q1,brooklyn bridge park,4
3284,2016-q1,brooklyn heights promenade,3
3285,2016-q1,brooklyn museum,14
3286,2016-q1,brookville park,9
3287,2016-q1,brower park,8
3288,2016-q1,brownsville playground,1
3289,2016-q1,brust park,3
3290,2016-q1,bryant park,1
3291,2016-q1,bufano park,3
3292,2016-q1,bulova park,2
3293,2016-q1,bunker ponds park,4
3294,2016-q1,burns playground,1
3295,2016-q1,cadman plaza park,10
3296,2016-q1,callahan-kelly playground,6
3297,2016-q1,calvert vaux park,3
3298,2016-q1,cambria playground,1
3299,2016-q1,canarsie park,2
3300,2016-q1,captain tilly park,1
3301,2016-q1,cardozo playground,2
3302,2016-q1,carl schurz park,1
3303,2016-q1,carroll park,5
3304,2016-q1,caserta playground,4
3305,2016-q1,castle hill park,4
3306,2016-q1,castle hill playground,6
3307,2016-q1,castlewood playground,2
3308,2016-q1,cedar playground,1
3309,2016-q1,centreville playground,2
3310,2016-q1,challenge playground,3
3311,2016-q1,chappetto square,2
3312,2016-q1,charlie's place,4
3313,2016-q1,chelsea park,1
3314,2016-q1,chester playground,1
3315,2016-q1,city hall park,10
3316,2016-q1,city line park,7
3317,2016-q1,claremont park,7
3318,2016-q1,clearview park,3
3319,2016-q1,clearview park golf course,9
3320,2016-q1,clintonville playground,4
3321,2016-q1,clove lakes park,15
3322,2016-q1,clove's tail,2
3323,2016-q1,coffey park,1
3324,2016-q1,colden playground,2
3325,2016-q1,coleman playground,3
3326,2016-q1,colgate close,7
3327,2016-q1,colonel david marcus playground,3
3328,2016-q1,colucci playground,4
3329,2016-q1,commodore barry park,4
3330,2016-q1,conch playground,1
3331,2016-q1,concrete plant park,2
3332,2016-q1,coney island beach & boardwalk,4
3333,2016-q1,coney island boat basin,1
3334,2016-q1,coney island creek park,1
3335,2016-q1,conference house park,2
3336,2016-q1,cooney grauer field,1
3337,2016-q1,cooper park,4
3338,2016-q1,corlears hook park,2
3339,2016-q1,cpl. thompson park,3
3340,2016-q1,crescent beach park,8
3341,2016-q1,cross island parkway,36
3342,2016-q1,crotona park,11
3343,2016-q1,crotona parkway malls,4
3344,2016-q1,crowley playground,1
3345,2016-q1,cunningham park,43
3346,2016-q1,cuyler gore park,6
3347,2016-q1,d'emic playground,16
3348,2016-q1,daniel boone playground,1
3349,2016-q1,de hostos playground,1
3350,2016-q1,dean playground,4
3351,2016-q1,decatur playground,2
3352,2016-q1,deere park,3
3353,2016-q1,delphin h. greene playground,4
3354,2016-q1,detective joseph mayrose park,5
3355,2016-q1,detective keith l williams park,4
3356,2016-q1,detective william t. gunn park,5
3357,2016-q1,devoe park,1
3358,2016-q1,dimattina playground,2
3359,2016-q1,dongan playground,5
3360,2016-q1,douglaston park golf course,7
3361,2016-q1,dr. charles r. drew park,6
3362,2016-q1,dr. green playground,15
3363,2016-q1,dr. ronald mcnair park,14
3364,2016-q1,dugan playground,8
3365,2016-q1,dutch kills playground,3
3366,2016-q1,dyker beach park,18
3367,2016-q1,east elmhurst playground,7
3368,2016-q1,east river park,4
3369,2016-q1,eastchester playground,3
3370,2016-q1,eastern parkway,56
3371,2016-q1,eleanor roosevelt playground,5
3372,2016-q1,electric playground,4
3373,2016-q1,emerald playground,1
3374,2016-q1,equity park,4
3375,2016-q1,ericsson playground,4
3376,2016-q1,evergreen park,3
3377,2016-q1,ewen park,5
3378,2016-q1,faber pool and park,2
3379,2016-q1,farm playground,2
3380,2016-q1,father macris park,4
3381,2016-q1,fermi playground,10
3382,2016-q1,ferry point park,8
3383,2016-q1,fish playground,1
3384,2016-q1,flatbush malls,5
3385,2016-q1,flushing fields,10
3386,2016-q1,flushing meadows corona park,41
3387,2016-q1,fordham landing playground,3
3388,2016-q1,forest park,35
3389,2016-q1,fort greene park,6
3390,2016-q1,fort hamilton athletic field,5
3391,2016-q1,fort independence playground,2
3392,2016-q1,fort totten park,1
3393,2016-q1,fort tryon park,14
3394,2016-q1,fort washington park,6
3395,2016-q1,francis lewis playground,1
3396,2016-q1,frank d. o'connor playground,1
3397,2016-q1,frank golden park,3
3398,2016-q1,frank principe park,4
3399,2016-q1,franklin d. roosevelt boardwalk and beach,24
3400,2016-q1,frederick b. judge playground,4
3401,2016-q1,fresh creek nature preserve,5
3402,2016-q1,freshkills park,24
3403,2016-q1,frontera park,1
3404,2016-q1,fulton park,7
3405,2016-q1,gaeta park,5
3406,2016-q1,gemini fields,2
3407,2016-q1,gen. douglas macarthur park,3
3408,2016-q1,gilbert ramirez park,1
