,Created_Time,park_name,Complaint
1101,2015-q1,bayswater park,5
1102,2015-q1,beach 17 playground,9
1103,2015-q1,beach 9 playground,4
1104,2015-q1,beach channel park,3
1105,2015-q1,beach channel playground,2
1106,2015-q1,behagen playground,1
1107,2015-q1,bell malls,2
1108,2015-q1,belt parkway,11
1109,2015-q1,belt parkway/shore parkway,54
1110,2015-q1,bennett park,1
1111,2015-q1,bennett rest,1
1112,2015-q1,bensonhurst park,7
1113,2015-q1,betsy head park,8
1114,2015-q1,big bush park,1
1115,2015-q1,bill brown playground,3
1116,2015-q1,blood root valley,3
1117,2015-q1,bloomingdale park,17
1118,2015-q1,blue heron park,12
1119,2015-q1,bowling green,4
1120,2015-q1,bowne park,2
1121,2015-q1,bowne playground,1
1122,2015-q1,bradys pond park,2
1123,2015-q1,breukelen ballfields,9
1124,2015-q1,brevoort playground,7
1125,2015-q1,briarwood playground,3
1126,2015-q1,brighton playground,1
1127,2015-q1,broad channel park,1
1128,2015-q1,broadway malls,10
1129,2015-q1,bronx park,10
1130,2015-q1,bronx river parkway,24
1131,2015-q1,brooklyn botanic garden,19
1132,2015-q1,brooklyn bridge park,13
1133,2015-q1,brooklyn heights promenade,11
1134,2015-q1,brooklyn museum,7
1135,2015-q1,brookville park,9
1136,2015-q1,brower park,6
1137,2015-q1,brownsville playground,18
1138,2015-q1,bruckner playground,3
1139,2015-q1,brust park,3
1140,2015-q1,bufano park,2
1141,2015-q1,bulova park,9
1142,2015-q1,bunker ponds park,1
1143,2015-q1,burns playground,4
1144,2015-q1,cadman plaza park,19
1145,2015-q1,callahan-kelly playground,8
1146,2015-q1,calvert vaux park,4
1147,2015-q1,cambria playground,5
1148,2015-q1,canarsie park,8
1149,2015-q1,cardozo playground,5
1150,2015-q1,carroll park,5
1151,2015-q1,caserta playground,6
1152,2015-q1,castle hill park,3
1153,2015-q1,castle hill playground,9
1154,2015-q1,castlewood playground,1
1155,2015-q1,cedar playground,1
1156,2015-q1,centreville playground,1
1157,2015-q1,chappetto square,9
1158,2015-q1,charlie's place,2
1159,2015-q1,chester playground,5
1160,2015-q1,city hall park,8
1161,2015-q1,city line park,13
1162,2015-q1,claremont park,5
1163,2015-q1,clawson playground,6
1164,2015-q1,clearview park golf course,7
1165,2015-q1,clintonville playground,5
1166,2015-q1,clove lakes park,13
1167,2015-q1,clove's tail,1
1168,2015-q1,coffey park,5
1169,2015-q1,colden playground,3
1170,2015-q1,coleman playground,2
1171,2015-q1,colgate close,4
1172,2015-q1,colonel david marcus playground,1
1173,2015-q1,colucci playground,5
1174,2015-q1,commodore barry park,5
1175,2015-q1,conch playground,6
1176,2015-q1,concrete plant park,3
1177,2015-q1,coney island beach & boardwalk,6
1178,2015-q1,coney island creek park,2
1179,2015-q1,conference house park,2
1180,2015-q1,cooney grauer field,5
1181,2015-q1,cooper park,3
1182,2015-q1,corona golf playground,4
1183,2015-q1,corporal john a. seravalli playground,1
1184,2015-q1,cpl. thompson park,4
1185,2015-q1,crescent beach park,4
1186,2015-q1,crocheron park,2
1187,2015-q1,cross island parkway,32
1188,2015-q1,crotona park,13
1189,2015-q1,crotona parkway malls,1
1190,2015-q1,cunningham park,42
1191,2015-q1,cuyler gore park,5
1192,2015-q1,cypress hills playground,1
1193,2015-q1,d'emic playground,5
1194,2015-q1,dag hammarskjold plaza,2
1195,2015-q1,daniel boone playground,3
1196,2015-q1,de hostos playground,5
1197,2015-q1,dean playground,3
1198,2015-q1,decatur playground,3
1199,2015-q1,deere park,1
1200,2015-q1,detective joseph mayrose park,15
1201,2015-q1,detective keith l williams park,3
1202,2015-q1,detective william t. gunn park,8
1203,2015-q1,dimattina playground,2
1204,2015-q1,dome playground,2
1205,2015-q1,dongan playground,1
1206,2015-q1,douglaston park golf course,6
1207,2015-q1,dr. charles r. drew park,1
1208,2015-q1,dr. green playground,1
1209,2015-q1,dr. ronald mcnair park,11
1210,2015-q1,dubos point wildlife sanctuary,1
1211,2015-q1,dugan playground,3
1212,2015-q1,dutch kills playground,1
1213,2015-q1,dyker beach park,20
1214,2015-q1,east elmhurst playground,10
1215,2015-q1,east river park,2
1216,2015-q1,eastchester playground,1
1217,2015-q1,eastern parkway,42
1218,2015-q1,edenwald playground,2
1219,2015-q1,ehrenreich-austin playground,1
1220,2015-q1,eibs pond park,1
1221,2015-q1,eleanor roosevelt playground,4
1222,2015-q1,electric playground,2
1223,2015-q1,elmhurst park,1
1224,2015-q1,emerald playground,1
1225,2015-q1,equity park,2
1226,2015-q1,ericsson playground,4
1227,2015-q1,evergreen park,8
1228,2015-q1,ewen park,2
1229,2015-q1,faber pool and park,1
1230,2015-q1,father macris park,2
1231,2015-q1,fermi playground,1
1232,2015-q1,ferry point park,12
1233,2015-q1,fish playground,6
1234,2015-q1,flatbush malls,5
1235,2015-q1,floyd patterson ballfields,3
1236,2015-q1,flushing fields,7
1237,2015-q1,flushing meadows corona park,35
1238,2015-q1,fordham landing playground,7
1239,2015-q1,forest park,18
1240,2015-q1,fort greene park,5
1241,2015-q1,fort hamilton athletic field,5
1242,2015-q1,fort tryon park,13
1243,2015-q1,fort washington park,3
1244,2015-q1,frank d. o'connor playground,3
1245,2015-q1,frank principe park,2
1246,2015-q1,franklin d. roosevelt boardwalk and beach,23
1247,2015-q1,frederick b. judge playground,1
1248,2015-q1,fresh creek nature preserve,7
1249,2015-q1,freshkills park,15
1250,2015-q1,fulton park,2
1251,2015-q1,gaeta park,2
1252,2015-q1,gemini fields,6
1253,2015-q1,givan square,4
1254,2015-q1,givans creek woods,6
1255,2015-q1,glenwood playground,1
1256,2015-q1,golconda playground,4
1257,2015-q1,gonzalo plasencia playground,9
1258,2015-q1,gorman playground,3
1259,2015-q1,grace playground,11
1260,2015-q1,grand central parkway,36
1261,2015-q1,grand ferry park,3
1262,2015-q1,grandview playground,3
1263,2015-q1,graniteville swamp park,1
1264,2015-q1,grassmere playground,4
1265,2015-q1,gravesend park,6
1266,2015-q1,great kills park,9
1267,2015-q1,green central knoll,4
1268,2015-q1,greenbelt native plant center,4
1269,2015-q1,greencroft playground,2
1270,2015-q1,greene playground,1
1271,2015-q1,greenwood playground,4
1272,2015-q1,grover cleveland playground,3
1273,2015-q1,haffen park,3
1274,2015-q1,hallets cove playground,8
1275,2015-q1,hamilton fish park,2
1276,2015-q1,hamilton metz field,1
1277,2015-q1,hammel playground,1
1278,2015-q1,harding park,5
1279,2015-q1,harding park beautification project,3
1280,2015-q1,harlem river park,2
1281,2015-q1,harmony park,9
1282,2015-q1,harvey park,4
1283,2015-q1,hattie carthan playground,2
1284,2015-q1,heckscher playground,3
1285,2015-q1,henry hudson parkway,5
1286,2015-q1,herbert von king park,8
1287,2015-q1,herman dolgon playground,3
1288,2015-q1,hero park,2
1289,2015-q1,high rock park,1
1290,2015-q1,highland park,7
1291,2015-q1,hilton holiday gardens,2
1292,2015-q1,hinton park,4
1293,2015-q1,hoffman park,3
1294,2015-q1,homecrest playground,1
1295,2015-q1,hoover - manton playgrounds,4
1296,2015-q1,horace harding playground,2
1297,2015-q1,howard von dohlen playground,4
1298,2015-q1,hoyt playground,3
1299,2015-q1,hugh j. grant circle,2
1300,2015-q1,huguenot ponds park,1
1301,2015-q1,hutchinson river parkway,31
1302,2015-q1,ida court,2
1303,2015-q1,idlewild park,2
1304,2015-q1,ingram woods,2
1305,2015-q1,inwood hill park,16
1306,2015-q1,irving square park,5
1307,2015-q1,isham park,3
1308,2015-q1,jackie robinson parkway,26
1309,2015-q1,jackie robinson playground,2
1310,2015-q1,jacob joffe fields,2
1311,2015-q1,jacob's ladder playground,2
1312,2015-q1,jamaica bay park,2
1313,2015-q1,jamaica playground,1
1314,2015-q1,james j walker park,6
1315,2015-q1,jerome park,1
1316,2015-q1,jerome playground,3
1317,2015-q1,jesse owens playground,3
1318,2015-q1,john golden park,1
1319,2015-q1,john hancock playground,10
1320,2015-q1,john j carty park,1
1321,2015-q1,john paul jones park,2
1322,2015-q1,jones woods park,4
1323,2015-q1,joseph rodman drake park,1
1324,2015-q1,joyce kilmer park,3
1325,2015-q1,judge moses weinstein playground,1
1326,2015-q1,julio carballo fields,7
1327,2015-q1,juniper valley park,15
1328,2015-q1,kathy reilly triangle,2
1329,2015-q1,kennedy playground,1
1330,2015-q1,king fisher park,1
1331,2015-q1,kingdom pond park,1
1332,2015-q1,kissena corridor park,50
1333,2015-q1,kissena park,7
1334,2015-q1,korean war veterans plaza,13
1335,2015-q1,kosciuszko pool,1
1336,2015-q1,l/cpl thomas p. noonan jr. playground,10
1337,2015-q1,laguardia landing lights,30
1338,2015-q1,last chance pond park,3
1339,2015-q1,latimer playground,1
1340,2015-q1,latourette park & golf course,19
1341,2015-q1,laurelton parkway,14
1342,2015-q1,laurelton playground,1
1343,2015-q1,lawrence virgilio playground,1
1344,2015-q1,lefferts playground,2
1345,2015-q1,leif ericson fields,2
1346,2015-q1,leif ericson park,8
1347,2015-q1,lemon creek park,4
1348,2015-q1,lincoln center plaza,1
1349,2015-q1,lincoln terrace / arthur s. somers park,5
1350,2015-q1,linden park,12
1351,2015-q1,linnaeus park,2
1352,2015-q1,little bay park,2
1353,2015-q1,little flower playground,1
1354,2015-q1,locust manor playground,1
1355,2015-q1,locust point marina,9
1356,2015-q1,long pond park,6
1357,2015-q1,loreto playground,8
1358,2015-q1,lost battalion hall recreation center,6
1359,2015-q1,louis armstrong playground,4
1360,2015-q1,lt. lia playground,2
1361,2015-q1,luther gulick playground,3
1362,2015-q1,lyons square playground,2
1363,2015-q1,macdonald park,3
1364,2015-q1,macneil park,2
1365,2015-q1,macombs dam park,9
1366,2015-q1,magenta playground,2
1367,2015-q1,mahoney playground,3
1368,2015-q1,manhattan beach park,18
1369,2015-q1,maple grove park,1
1370,2015-q1,marc and jason's playground,4
1371,2015-q1,marconi park,1
1372,2015-q1,marcy playground,5
1373,2015-q1,margaret i. carman green - weeping beech,5
1374,2015-q1,maria hernandez park,8
1375,2015-q1,marie curie park,2
1376,2015-q1,marine park,27
1377,2015-q1,mariners marsh park,1
1378,2015-q1,marion hopkinson playground,3
1379,2015-q1,markham playground,2
1380,2015-q1,martin luther king jr. playground,1
1381,2015-q1,martinez playground,5
1382,2015-q1,matthews muliner playground,3
1383,2015-q1,maurice a fitzgerald playground,1
1384,2015-q1,mazzei playground,2
1385,2015-q1,mccarren park,6
1386,2015-q1,mcguire fields,6
1387,2015-q1,mclaughlin park,3
1388,2015-q1,mentone playground,2
1389,2015-q1,meredith woods,1
1390,2015-q1,midland field,1
1391,2015-q1,midland malls,8
1392,2015-q1,midland playground,7
1393,2015-q1,montbellier park,5
1394,2015-q1,morningside park,4
1395,2015-q1,mosholu parkway,3
1396,2015-q1,motor parkway,5
1397,2015-q1,mount eden malls,4
1398,2015-q1,mount prospect park,1
1399,2015-q1,msgr. mcgolrick park,2
1400,2015-q1,mullaly park,2
1401,2015-q1,murphy's brother's playground,1
1402,2015-q1,murray hill playground,2
1403,2015-q1,murray playground,1
1404,2015-q1,naples playground,4
1405,2015-q1,nehemiah park,2
1406,2015-q1,nellie bly park,5
1407,2015-q1,nelson playground,1
1408,2015-q1,neptune playground,1
1409,2015-q1,nicholas naquan heyward jr. park,3
1410,2015-q1,norelli-hargreaves playground,1
1411,2015-q1,north rochdale playground,1
1412,2015-q1,north shore esplanade,9
1413,2015-q1,northerleigh park,3
1414,2015-q1,northern playground,1
1415,2015-q1,nostrand playground,4
1416,2015-q1,oakland gardens,1
1417,2015-q1,ocean breeze park,6
1418,2015-q1,ocean hill playground,1
1419,2015-q1,ocean parkway malls,54
1420,2015-q1,osborn playground,5
1421,2015-q1,overlook park,1
1422,2015-q1,owen f. dolen park,1
1423,2015-q1,owl's head park,3
1424,2015-q1,p.o. reinaldo salgado playground,4
1425,2015-q1,p.o. serrano playground,6
1426,2015-q1,paerdegat basin park,17
1427,2015-q1,paerdegat park,1
1428,2015-q1,palmer inlet,2
1429,2015-q1,parade ground,4
1430,2015-q1,park avenue malls,7
1431,2015-q1,park of the americas,3
1432,2015-q1,patrick o'rourke park,3
1433,2015-q1,paul raimonda playground,6
1434,2015-q1,pelham bay park,32
1435,2015-q1,pelham parkway,16
1436,2015-q1,pena herrera park,2
1437,2015-q1,peters field,1
1438,2015-q1,"phil ""scooter"" rizzuto park",2
1439,2015-q1,planeview park,2
1440,2015-q1,playground 52 lii,2
1441,2015-q1,playground ninety,6
1442,2015-q1,playground one twenty five cxxv,1
1443,2015-q1,playground sixty two lxii,3
1444,2015-q1,playground twenty one,2
1445,2015-q1,plimpton playground,3
1446,2015-q1,poe park,1
1447,2015-q1,police officer edward byrne park,2
1448,2015-q1,police officer nicholas demutiis park,7
1449,2015-q1,poppenhusen playground,2
1450,2015-q1,potomac playground,1
1451,2015-q1,powell playground,2
1452,2015-q1,powell's cove park,3
1453,2015-q1,prescott playground,1
1454,2015-q1,printer's park,3
1455,2015-q1,prospect park,24
1456,2015-q1,prospect playground,2
1457,2015-q1,pugsley creek park,11
1458,2015-q1,pulaski playground,5
1459,2015-q1,quarry ballfields,1
1460,2015-q1,queens farm park,9
1461,2015-q1,queensbridge park,11
1462,2015-q1,railroad playground,2
1463,2015-q1,ralph demarco park,4
1464,2015-q1,raoul wallenberg forest,1
1465,2015-q1,rappaport playground,1
1466,2015-q1,ravenswood playground,6
1467,2015-q1,raymond bush playground,1
1468,2015-q1,real good park,1
1469,2015-q1,red hook recreation area,23
1470,2015-q1,redfern playground,1
1471,2015-q1,reiff playground,3
1472,2015-q1,remsen playground,5
1473,2015-q1,richman (echo) park,1
1474,2015-q1,richmond parkway,65
1475,2015-q1,riverdale playground,1
1476,2015-q1,riverside park,12
1477,2015-q1,roberto clemente ballfield,2
1478,2015-q1,rochdale park,1
1479,2015-q1,rockaway beach and boardwalk,10
1480,2015-q1,rockaway community park,4
1481,2015-q1,rockaway freeway,43
1482,2015-q1,roebling playground,3
1483,2015-q1,rosemary's playground,6
1484,2015-q1,roy wilkins recreation center,5
1485,2015-q1,rudd playground,1
1486,2015-q1,rufus king park,3
1487,2015-q1,russell pedersen playground,2
1488,2015-q1,russell sage playground,1
1489,2015-q1,sakura park,2
1490,2015-q1,sara d. roosevelt park,3
1491,2015-q1,saratoga ballfields,4
1492,2015-q1,saratoga park,8
1493,2015-q1,saul weprin playground,3
1494,2015-q1,saw mill creek marsh,3
1495,2015-q1,scarangella park,1
1496,2015-q1,schmul park,2
1497,2015-q1,seagirt ave wetlands,3
1498,2015-q1,seaside playground,2
1499,2015-q1,sedgwick playground,1
1500,2015-q1,seth low playground/ bealin square,2
1501,2015-q1,seton falls park,2
1502,2015-q1,seven gables playground,1
1503,2015-q1,seward park,2
1504,2015-q1,sheepshead bay piers,1
1505,2015-q1,sheepshead playground,2
1506,2015-q1,shore park and parkway,34
1507,2015-q1,siedenburg park,2
1508,2015-q1,silver lake park,13
1509,2015-q1,simeone park,1
1510,2015-q1,skyline playground,2
1511,2015-q1,snug harbor cultural center,4
1512,2015-q1,socrates sculpture park,2
1513,2015-q1,soundview park,12
1514,2015-q1,south oxford park,5
1515,2015-q1,south pacific playground,5
1516,2015-q1,south shore country club,11
1517,2015-q1,southern fields,1
1518,2015-q1,space time playground,2
1519,2015-q1,sperandeo brothers playground,6
1520,2015-q1,sports park,1
1521,2015-q1,spring creek park,16
1522,2015-q1,spring creek park addition,3
1523,2015-q1,springfield park,2
1524,2015-q1,spuyten duyvil shorefront park,4
1525,2015-q1,st. albans park,6
1526,2015-q1,st. andrew's playground,6
1527,2015-q1,st. james park,5
1528,2015-q1,st. john's recreation center,2
1529,2015-q1,st. michael's park,3
1530,2015-q1,st. michael's playground,1
1531,2015-q1,st. nicholas park,2
1532,2015-q1,stapleton playground,3
1533,2015-q1,starlight park,1
1534,2015-q1,staten island industrial park,5
1535,2015-q1,sternberg park,2
1536,2015-q1,steuben playground,5
1537,2015-q1,stockton playground,1
1538,2015-q1,story playground,2
1539,2015-q1,sumner playground,2
1540,2015-q1,sunrise playground,4
1541,2015-q1,sunset park,25
1542,2015-q1,sutter ballfields,1
1543,2015-q1,taaffe playground,4
1544,2015-q1,tanahey playground,1
1545,2015-q1,tappen park,3
1546,2015-q1,telephone playground,1
1547,2015-q1,terrace playground,6
1548,2015-q1,the high line,3
1549,2015-q1,the olde towne of flushing burial ground,3
1550,2015-q1,thomas boyland park,3
1551,2015-q1,thomas greene playground,5
1552,2015-q1,thomas paine park,2
1553,2015-q1,toad hall playground,1
1554,2015-q1,tompkins square park,2
1555,2015-q1,torsney playground,3
1556,2015-q1,tottenville pool,2
1557,2015-q1,tottenville shore park,1
1558,2015-q1,travers park,4
1559,2015-q1,tremont park,2
1560,2015-q1,triborough bridge playground b,4
1561,2015-q1,trinity park,5
1562,2015-q1,tudor park,2
1563,2015-q1,university place,2
1564,2015-q1,university woods,2
1565,2015-q1,utopia playground,11
1566,2015-q1,valentino pier,4
1567,2015-q1,van alst playground,2
1568,2015-q1,van cortlandt park,16
1569,2015-q1,van dyke playground,1
1570,2015-q1,van voorhees park,3
1571,2015-q1,vernam barbadoes peninsula,1
1572,2015-q1,vito locascio field,1
1573,2015-q1,vleigh playground,7
1574,2015-q1,von briesen park,6
1575,2015-q1,walker park,3
1576,2015-q1,walt whitman park,2
1577,2015-q1,washington market park,8
1578,2015-q1,washington's walk,5
1579,2015-q1,watson gleason playground,7
1580,2015-q1,wave hill,1
1581,2015-q1,wayanda park,2
1582,2015-q1,wegener park,1
1583,2015-q1,west playground,2
1584,2015-q1,westerleigh park,1
1585,2015-q1,westwood park,5
1586,2015-q1,whitestone playground,2
1587,2015-q1,whitey ford field,2
1588,2015-q1,willets point playground,4
1589,2015-q1,william sheridan playground,1
1590,2015-q1,williamsbridge oval,4
1591,2015-q1,willow lake playground,2
1592,2015-q1,willowbrook park,11
1593,2015-q1,willowbrook parkway,17
1594,2015-q1,wingate park,9
1595,2015-q1,woodtree playground,11
1596,2015-q2,adam clayton powell jr. malls,1
1597,2015-q2,admiral farragut playground,4
1598,2015-q2,alfred e. smith playground,2
1599,2015-q2,alice austen park,1
1600,2015-q2,allen mall one,16
1601,2015-q2,alley athletic playground,6
1602,2015-q2,alley park,3
1603,2015-q2,alley pond park,47
1604,2015-q2,almeda playground,3
1605,2015-q2,ambrosini field,6
1606,2015-q2,american veterans memorial pier,1
1607,2015-q2,ampere playground,6
1608,2015-q2,anchorage plaza,7
1609,2015-q2,annadale playground,4
1610,2015-q2,aqueduct walk,9
1611,2015-q2,arbutus woods park,1
1612,2015-q2,arden woods,4
1613,2015-q2,asser levy park,5
1614,2015-q2,astoria heights playground,3
1615,2015-q2,astoria park,11
1616,2015-q2,bailey playground,1
1617,2015-q2,baisley pond park,17
1618,2015-q2,banneker playground,4
1619,2015-q2,barrett park,2
1620,2015-q2,barretto point park,6
1621,2015-q2,bartel-pritchard square,4
1622,2015-q2,baruch playground,1
1623,2015-q2,bath beach park,11
1624,2015-q2,bath playground,6
1625,2015-q2,battery park,12
1626,2015-q2,battery park city,10
1627,2015-q2,bayside playground,3
1628,2015-q2,bayswater park,9
1629,2015-q2,beach 17 playground,3
1630,2015-q2,beach channel park,6
1631,2015-q2,beach channel playground,2
1632,2015-q2,behagen playground,2
1633,2015-q2,bell malls,7
1634,2015-q2,bellevue south park,1
1635,2015-q2,belt parkway,17
1636,2015-q2,belt parkway/shore parkway,189
1637,2015-q2,bensonhurst park,7
1638,2015-q2,betsy head park,5
1639,2015-q2,big bush park,1
1640,2015-q2,bill brown playground,2
1641,2015-q2,blood root valley,1
1642,2015-q2,bloomingdale park,11
1643,2015-q2,blue heron park,25
1644,2015-q2,bowling green,5
1645,2015-q2,bowne park,4
1646,2015-q2,breininger park,1
1647,2015-q2,breukelen ballfields,8
1648,2015-q2,brevoort playground,3
1649,2015-q2,briarwood playground,3
1650,2015-q2,broadway malls,16
1651,2015-q2,bronx park,24
1652,2015-q2,bronx river parkway,35
1653,2015-q2,brooklyn botanic garden,29
1654,2015-q2,brooklyn bridge park,22
1655,2015-q2,brooklyn heights promenade,14
1656,2015-q2,brooklyn museum,21
1657,2015-q2,brookville park,14
1658,2015-q2,brower park,3
1659,2015-q2,brownsville playground,10
1660,2015-q2,brust park,2
1661,2015-q2,bulova park,5
1662,2015-q2,bunker ponds park,6
1663,2015-q2,burns playground,7
1664,2015-q2,cadman plaza park,3
1665,2015-q2,callahan-kelly playground,9
1666,2015-q2,calvert vaux park,12
1667,2015-q2,cambria playground,4
1668,2015-q2,canarsie park,5
1669,2015-q2,captain tilly park,2
1670,2015-q2,cardozo playground,4
1671,2015-q2,carroll park,8
1672,2015-q2,caserta playground,2
1673,2015-q2,castle hill park,2
1674,2015-q2,castlewood playground,2
1675,2015-q2,centreville playground,1
1676,2015-q2,challenge playground,1
1677,2015-q2,chappetto square,4
1678,2015-q2,charlie's place,5
1679,2015-q2,chester playground,7
1680,2015-q2,city hall park,9
1681,2015-q2,city line park,3
1682,2015-q2,claremont park,2
1683,2015-q2,clawson playground,1
1684,2015-q2,clearview park,1
1685,2015-q2,clearview park golf course,12
1686,2015-q2,clintonville playground,5
1687,2015-q2,clove lakes park,20
1688,2015-q2,coffey park,11
1689,2015-q2,col. young playground,1
1690,2015-q2,colden playground,1
1691,2015-q2,coleman playground,7
1692,2015-q2,colgate close,2
1693,2015-q2,colonel david marcus playground,1
1694,2015-q2,colucci playground,6
1695,2015-q2,commodore barry park,10
1696,2015-q2,conch playground,2
1697,2015-q2,coney island beach & boardwalk,8
1698,2015-q2,coney island creek park,2
1699,2015-q2,conference house park,3
1700,2015-q2,cooper park,6
1701,2015-q2,corlears hook park,4
1702,2015-q2,corona golf playground,2
1703,2015-q2,corporal john a. seravalli playground,3
1704,2015-q2,cpl. thompson park,2
1705,2015-q2,crescent beach park,6
1706,2015-q2,crocheron park,5
1707,2015-q2,cross island parkway,48
1708,2015-q2,crotona park,29
1709,2015-q2,crotona parkway malls,5
1710,2015-q2,cunningham park,36
1711,2015-q2,cuyler gore park,2
1712,2015-q2,d'emic playground,6
1713,2015-q2,daniel boone playground,1
1714,2015-q2,daniel m. o'connell playground,2
1715,2015-q2,de hostos playground,4
1716,2015-q2,de matti playground,2
1717,2015-q2,dean playground,1
1718,2015-q2,decatur playground,1
1719,2015-q2,deere park,2
1720,2015-q2,delphin h. greene playground,1
1721,2015-q2,detective joseph mayrose park,8
1722,2015-q2,detective keith l williams park,5
1723,2015-q2,detective william t. gunn park,3
1724,2015-q2,devoe park,5
1725,2015-q2,dimattina playground,2
1726,2015-q2,dome playground,1
1727,2015-q2,dongan playground,6
1728,2015-q2,doughboy plaza,2
1729,2015-q2,douglaston park golf course,3
1730,2015-q2,dr. charles r. drew park,3
1731,2015-q2,dr. ronald mcnair park,22
1732,2015-q2,dubos point wildlife sanctuary,2
1733,2015-q2,dugan playground,2
1734,2015-q2,dutch kills playground,1
1735,2015-q2,dyker beach park,16
1736,2015-q2,east elmhurst playground,4
1737,2015-q2,east river park,4
1738,2015-q2,east springfield playground,3
1739,2015-q2,eastchester playground,3
1740,2015-q2,eastern parkway,74
1741,2015-q2,edenwald playground,1
1742,2015-q2,ehrenreich-austin playground,1
1743,2015-q2,eibs pond park,1
1744,2015-q2,eleanor roosevelt playground,2
1745,2015-q2,emerald playground,1
1746,2015-q2,equity park,3
1747,2015-q2,ericsson playground,7
1748,2015-q2,evergreen park,4
1749,2015-q2,ewen park,2
1750,2015-q2,faber pool and park,3
1751,2015-q2,farm playground,2
1752,2015-q2,father macris park,2
1753,2015-q2,fermi playground,7
1754,2015-q2,ferry point park,16
1755,2015-q2,fish playground,7
1756,2015-q2,flatbush malls,2
1757,2015-q2,floyd patterson ballfields,6
1758,2015-q2,flushing fields,4
1759,2015-q2,flushing meadows corona park,39
1760,2015-q2,fordham landing playground,7
1761,2015-q2,forest park,40
1762,2015-q2,fort greene park,4
1763,2015-q2,fort hamilton athletic field,1
1764,2015-q2,fort tryon park,14
1765,2015-q2,fort washington park,8
1766,2015-q2,frank golden park,1
1767,2015-q2,frank principe park,1
1768,2015-q2,franklin d. roosevelt boardwalk and beach,21
1769,2015-q2,franz sigel park,2
1770,2015-q2,frederick b. judge playground,6
1771,2015-q2,fresh creek nature preserve,3
1772,2015-q2,fresh meadows playground,3
1773,2015-q2,freshkills park,26
1774,2015-q2,frontera park,2
1775,2015-q2,fulton park,10
1776,2015-q2,gaeta park,2
1777,2015-q2,gemini fields,3
1778,2015-q2,gen. douglas macarthur park,3
1779,2015-q2,gilbert ramirez park,3
1780,2015-q2,givan square,2
1781,2015-q2,givans creek woods,9
1782,2015-q2,glenwood playground,2
1783,2015-q2,golconda playground,8
1784,2015-q2,gonzalo plasencia playground,5
1785,2015-q2,gorman park,3
1786,2015-q2,gorman playground,5
1787,2015-q2,grace playground,1
1788,2015-q2,grady playground,1
1789,2015-q2,grand central parkway,69
1790,2015-q2,grand ferry park,1
1791,2015-q2,grandview playground,1
1792,2015-q2,graniteville quarry park,5
1793,2015-q2,gravesend park,2
1794,2015-q2,great kills park,18
1795,2015-q2,green central knoll,4
1796,2015-q2,greencroft playground,4
1797,2015-q2,greene playground,2
1798,2015-q2,greenwood playground,2
1799,2015-q2,grover cleveland playground,2
1800,2015-q2,haffen park,14
1801,2015-q2,hallets cove playground,3
1802,2015-q2,hamilton metz field,2
1803,2015-q2,hammel playground,2
1804,2015-q2,harding park,2
1805,2015-q2,harding park beautification project,3
1806,2015-q2,harlem river park,1
1807,2015-q2,harmony park,7
1808,2015-q2,harold ickes playground,1
1809,2015-q2,harris park,1
1810,2015-q2,harvey park,1
1811,2015-q2,hattie carthan playground,3
1812,2015-q2,heckscher playground,2
1813,2015-q2,henry hudson park,4
1814,2015-q2,henry hudson parkway,4
1815,2015-q2,herbert von king park,10
1816,2015-q2,herman dolgon playground,3
1817,2015-q2,hero park,8
1818,2015-q2,high rock park,1
1819,2015-q2,highland park,17
1820,2015-q2,hilton holiday gardens,4
1821,2015-q2,hinton park,6
1822,2015-q2,hoffman park,4
1823,2015-q2,holy cow playground,4
1824,2015-q2,homecrest playground,1
1825,2015-q2,hoover - manton playgrounds,6
1826,2015-q2,horace harding playground,3
1827,2015-q2,howard playground,1
1828,2015-q2,howard von dohlen playground,1
1829,2015-q2,hoyt playground,1
1830,2015-q2,huguenot ponds park,2
1831,2015-q2,hutchinson river parkway,44
1832,2015-q2,ida court,1
1833,2015-q2,idlewild park,8
1834,2015-q2,ingram woods,1
1835,2015-q2,inwood hill park,12
1836,2015-q2,irving square park,7
1837,2015-q2,isham park,2
1838,2015-q2,j. hood wright park,1
1839,2015-q2,jackie robinson parkway,54
1840,2015-q2,jacob h. schiff playground,1
1841,2015-q2,jacob's ladder playground,2
1842,2015-q2,jamaica bay park,1
1843,2015-q2,jamaica playground,1
1844,2015-q2,james j walker park,2
1845,2015-q2,james weldon johnson playground,1
1846,2015-q2,jennifer's playground,2
1847,2015-q2,jerome playground,4
1848,2015-q2,jesse owens playground,6
1849,2015-q2,joan of arc park,1
1850,2015-q2,john golden park,1
1851,2015-q2,john hancock playground,6
1852,2015-q2,john j carty park,3
1853,2015-q2,john paul jones park,2
1854,2015-q2,jones woods park,5
1855,2015-q2,joseph austin playground,1
1856,2015-q2,joseph rodman drake park,4
1857,2015-q2,judge moses weinstein playground,4
1858,2015-q2,julio carballo fields,2
1859,2015-q2,juniper valley park,16
1860,2015-q2,kathy reilly triangle,1
1861,2015-q2,kennedy playground,2
1862,2015-q2,king fisher park,2
1863,2015-q2,kingdom pond park,6
1864,2015-q2,kissena corridor park,77
1865,2015-q2,kissena park,13
1866,2015-q2,korean war veterans plaza,1
1867,2015-q2,kosciuszko pool,5
1868,2015-q2,l/cpl thomas p. noonan jr. playground,8
1869,2015-q2,la guardia playground,1
