,PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,CRIME_TOT,Street_light,Drinking,Drugs,311_Total
3948,2015-q3,space time playground,BRONX        ,1.28,ONE ACRE OR LARGER,1,0,0,2,0,0,0,3,3,0,0,3
3949,2015-q3,rudd playground,BROOKLYN     ,1.278,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3950,2015-q3,willow lake playground,QUEENS       ,1.277,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3951,2015-q3,murphy's brother's playground,MANHATTAN    ,1.275,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3952,2015-q3,cooney grauer field,BRONX        ,1.274,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
3953,2015-q3,wagner playground,MANHATTAN    ,1.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3954,2015-q3,emerald playground,QUEENS       ,1.265,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3955,2015-q3,charlie's place,BROOKLYN     ,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3956,2015-q3,pelham bay little league,BRONX        ,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
3957,2015-q3,greene playground,BROOKLYN     ,1.259,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3958,2015-q3,tanahey playground,MANHATTAN    ,1.254,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,0,0,0,0
3959,2015-q3,albert j. parham playground,BROOKLYN     ,1.253,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
3960,2015-q3,parkside playground brooklyn,BROOKLYN     ,1.252,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,0,0,0,0
3961,2015-q3,carlton park at carlton boulevard & crown avenue,STATEN ISLAND,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3962,2015-q3,playground ninety,QUEENS       ,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3963,2015-q3,neptune playground,BROOKLYN     ,1.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3964,2015-q3,annunciation park,MANHATTAN    ,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,1,0,1
3965,2015-q3,heckscher playground,BROOKLYN     ,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
3966,2015-q3,grassmere playground,QUEENS       ,1.239,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
3967,2015-q3,queensboro oval,MANHATTAN    ,1.239,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3968,2015-q3,gonzalo plasencia playground,BROOKLYN     ,1.236,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
3969,2015-q3,fresh meadows park,QUEENS       ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3970,2015-q3,patrick o'rourke park,BROOKLYN     ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3971,2015-q3,rienzi playground,BRONX        ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3972,2015-q3,roebling playground,BROOKLYN     ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
3973,2015-q3,howard bennett playground,MANHATTAN    ,1.228,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3974,2015-q3,stanley isaacs playground,MANHATTAN    ,1.227,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3975,2015-q3,chappetto square,QUEENS       ,1.226,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,1,0,4
3976,2015-q3,brighton playground,BROOKLYN     ,1.225,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
3977,2015-q3,nelson playground,BRONX        ,1.222,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3978,2015-q3,sheepshead bay piers,BROOKLYN     ,1.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3979,2015-q3,eleanor roosevelt playground,BROOKLYN     ,1.211,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
3980,2015-q3,bayside playground,QUEENS       ,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3981,2015-q3,bayview playground,BROOKLYN     ,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3982,2015-q3,francis lewis playground,QUEENS       ,1.206,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
3983,2015-q3,murray hill playground,QUEENS       ,1.206,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,1,0,0,1
3984,2015-q3,magenta playground,BRONX        ,1.205,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,2,0,0,2
3985,2015-q3,tiffany playground,BRONX        ,1.205,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,0,0,0,0
3986,2015-q3,maurice a fitzgerald playground,QUEENS       ,1.201,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3987,2015-q3,daniel boone playground,BRONX        ,1.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3988,2015-q3,hilton holiday gardens,QUEENS       ,1.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
3989,2015-q3,hattie carthan playground,BROOKLYN     ,1.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
3990,2015-q3,korean war veterans plaza,BROOKLYN     ,1.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
3991,2015-q3,stroud playground,BROOKLYN     ,1.194,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3992,2015-q3,tilden playground,BROOKLYN     ,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3993,2015-q3,lafayette playground on stillwell avenue,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3994,2015-q3,south oxford park,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3995,2015-q3,underwood park,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
3996,2015-q3,grove hill playground,BRONX        ,1.186,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3997,2015-q3,la guardia playground,BROOKLYN     ,1.179,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
3998,2015-q3,unnamed park on drumgoole road & vernon avenue,STATEN ISLAND,1.178,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
3999,2015-q3,belmont playground brooklyn,BROOKLYN     ,1.177,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4000,2015-q3,steuben playground,BROOKLYN     ,1.171,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4001,2015-q3,the cyclone,BROOKLYN     ,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4002,2015-q3,william sheridan playground,BROOKLYN     ,1.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4003,2015-q3,oakland gardens,QUEENS       ,1.166,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4004,2015-q3,ehrenreich-austin playground,QUEENS       ,1.161,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4005,2015-q3,university place,BROOKLYN     ,1.161,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4006,2015-q3,harding park beautification project,BRONX        ,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4007,2015-q3,hillside park queens,QUEENS       ,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4008,2015-q3,sitting area at hoyt avenue,QUEENS       ,1.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4009,2015-q3,cuyler gore park,BROOKLYN     ,1.158,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4010,2015-q3,bath playground,BROOKLYN     ,1.157,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4011,2015-q3,police officer nicholas demutiis park,QUEENS       ,1.151,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,4,0,4
4012,2015-q3,"""uncle"" vito e. maranzano glendale playground",QUEENS       ,1.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4013,2015-q3,rappaport playground,BROOKLYN     ,1.148,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4014,2015-q3,east springfield playground,QUEENS       ,1.146,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4015,2015-q3,toad hall playground,STATEN ISLAND,1.145,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4016,2015-q3,willets point playground,QUEENS       ,1.145,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4017,2015-q3,seaside playground,QUEENS       ,1.144,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4018,2015-q3,corporal john a. seravalli playground,MANHATTAN    ,1.143,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4019,2015-q3,poppenhusen playground,QUEENS       ,1.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4020,2015-q3,unnamed park on rockaway boardwalk & b 28th st,QUEENS       ,1.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4021,2015-q3,sobel court park,STATEN ISLAND,1.137,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4022,2015-q3,d'emic playground,BROOKLYN     ,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,1,0,2
4023,2015-q3,fidler-wyckoff house park,BROOKLYN     ,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4024,2015-q3,unnamed park on soundview avenue,BRONX        ,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4025,2015-q3,westbourne playground,QUEENS       ,1.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4026,2015-q3,prescott playground,STATEN ISLAND,1.124,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4027,2015-q3,lopez playground,STATEN ISLAND,1.115,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4028,2015-q3,hugh j. grant circle,BRONX        ,1.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4029,2015-q3,p.s. 29 ball field,BRONX        ,1.107,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4030,2015-q3,pena herrera park,BROOKLYN     ,1.107,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4031,2015-q3,mentone playground,QUEENS       ,1.102,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4032,2015-q3,middleton playground,BROOKLYN     ,1.101,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4033,2015-q3,de hostos playground,BROOKLYN     ,1.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4034,2015-q3,saratoga ballfields,BROOKLYN     ,1.095,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4035,2015-q3,robert moses playground,MANHATTAN    ,1.093,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4036,2015-q3,stockton playground,BROOKLYN     ,1.089,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4037,2015-q3,jacob's ladder playground,BROOKLYN     ,1.085,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4038,2015-q3,louis armstrong playground,QUEENS       ,1.085,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4039,2015-q3,unnamed park on hamilton avenue,BROOKLYN     ,1.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4040,2015-q3,latimer playground,QUEENS       ,1.076,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4041,2015-q3,unnamed park on melrose avenue,BRONX        ,1.075,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4042,2015-q3,marlboro playground,BROOKLYN     ,1.072,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4043,2015-q3,north rochdale playground,QUEENS       ,1.071,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4044,2015-q3,jerome playground,BROOKLYN     ,1.068,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4045,2015-q3,great kills park at hillcrest avenue,STATEN ISLAND,1.065,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4046,2015-q3,fermi playground,BROOKLYN     ,1.061,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4047,2015-q3,ericsson playground,BROOKLYN     ,1.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4048,2015-q3,mellett playground,BROOKLYN     ,1.056,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4049,2015-q3,nellie bly park,BROOKLYN     ,1.056,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4050,2015-q3,telephone playground,QUEENS       ,1.056,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4051,2015-q3,sedgwick playground,BRONX        ,1.054,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4052,2015-q3,bruckner playground,BRONX        ,1.053,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4053,2015-q3,millbrook playground,BRONX        ,1.053,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4054,2015-q3,playground 103 ciii,MANHATTAN    ,1.052,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4055,2015-q3,rocket park,QUEENS       ,1.052,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4056,2015-q3,beach channel playground,QUEENS       ,1.051,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4057,2015-q3,l/cpl thomas p. noonan jr. playground,QUEENS       ,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
4058,2015-q3,lozada playground,BRONX        ,1.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4059,2015-q3,james weldon johnson playground,MANHATTAN    ,1.048,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4060,2015-q3,springfield park north,QUEENS       ,1.045,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4061,2015-q3,nicholas naquan heyward jr. park,BROOKLYN     ,1.041,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4062,2015-q3,fish playground,BROOKLYN     ,1.035,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,2,0,0,2
4063,2015-q3,planeview park,QUEENS       ,1.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4064,2015-q3,gilbert ramirez park,BROOKLYN     ,1.034,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4065,2015-q3,oxport playground,BROOKLYN     ,1.033,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4066,2015-q3,van alst playground,QUEENS       ,1.033,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
4067,2015-q3,woodtree playground,QUEENS       ,1.033,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,11,0,0,11
4068,2015-q3,hammel playground,QUEENS       ,1.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4069,2015-q3,eastchester playground,BRONX        ,1.025,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4070,2015-q3,sunrise playground,QUEENS       ,1.025,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4071,2015-q3,powell playground,BROOKLYN     ,1.024,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,1,0,0,1
4072,2015-q3,kaltenmeier playground,STATEN ISLAND,1.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4073,2015-q3,matthews muliner playground,BRONX        ,1.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4074,2015-q3,bowling green,MANHATTAN    ,1.016,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4075,2015-q3,annadale playground,QUEENS       ,1.013,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4076,2015-q3,curtis playground,BROOKLYN     ,1.003,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4077,2015-q3,melrose playground,BRONX        ,1.001,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4078,2015-q3,blake hobbs playground,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4079,2015-q3,caserta playground,BRONX        ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
4080,2015-q3,chester playground,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,2,0,0,2
4081,2015-q3,hackett park,BRONX        ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4082,2015-q3,howard playground,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4083,2015-q3,jackie robinson playground,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4084,2015-q3,martin luther king playground,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4085,2015-q3,monsignor kett playground,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4086,2015-q3,pink playground,BROOKLYN     ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4087,2015-q3,playground 174,BRONX        ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4088,2015-q3,plimpton playground,BRONX        ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
4089,2015-q3,randall playground,BRONX        ,1.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4090,2015-q4,pelham bay park,BRONX        ,2771.747,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,23,0,0,23
4091,2015-q4,van cortlandt park,BRONX        ,1146.43,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2,16,0,0,16
4092,2015-q4,rockaway beach and boardwalk,QUEENS       ,1072.564,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,10,0,0,10
4093,2015-q4,freshkills park,STATEN ISLAND,913.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,15,0,0,15
4094,2015-q4,flushing meadows corona park,QUEENS       ,897.69,ONE ACRE OR LARGER,0,0,1,1,3,5,2,12,48,1,0,49
4095,2015-q4,latourette park & golf course,STATEN ISLAND,843.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
4096,2015-q4,marine park,BROOKLYN     ,798.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,26,0,0,26
4097,2015-q4,belt parkway/shore parkway,BROOKLYN/QUEENS,760.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,49,0,0,49
4098,2015-q4,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,20,0,0,20
4099,2015-q4,franklin d. roosevelt boardwalk and beach,STATEN ISLAND,644.35,ONE ACRE OR LARGER,0,0,0,0,1,0,0,1,14,0,0,14
4100,2015-q4,alley pond park,QUEENS       ,635.514,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,30,0,0,30
4101,2015-q4,prospect park,BROOKLYN     ,526.25,ONE ACRE OR LARGER,0,1,4,1,0,3,0,9,20,1,0,21
4102,2015-q4,forest park,QUEENS       ,506.86,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,27,0,0,27
4103,2015-q4,grand central parkway,QUEENS       ,460.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,39,0,0,39
4104,2015-q4,ferry point park,BRONX        ,413.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4105,2015-q4,coney island beach & boardwalk,BROOKLYN     ,399.203,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
4106,2015-q4,cunningham park,QUEENS       ,358.0,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,39,0,0,39
4107,2015-q4,richmond parkway,STATEN ISLAND,350.983,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,25,0,0,25
4108,2015-q4,cross island parkway,QUEENS       ,326.895,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,42,0,0,42
4109,2015-q4,great kills park,STATEN ISLAND,315.094,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,15,0,24
4110,2015-q4,wolfe's pond park,STATEN ISLAND,302.693,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4111,2015-q4,conference house park,STATEN ISLAND,286.382,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4112,2015-q4,randall's island park,MANHATTAN    ,256.111,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,0,0,0,0
4113,2015-q4,rockaway community park,QUEENS       ,255.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4114,2015-q4,kissena park,QUEENS       ,237.147,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,11,0,0,11
4115,2015-q4,riverside park,MANHATTAN    ,235.765,ONE ACRE OR LARGER,0,0,3,1,0,8,0,12,18,0,0,18
4116,2015-q4,hutchinson river parkway,BRONX        ,229.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,19,0,0,19
4117,2015-q4,blue heron park,STATEN ISLAND,217.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
4118,2015-q4,dyker beach park,BROOKLYN     ,216.655,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1,13,0,0,13
4119,2015-q4,willowbrook park,STATEN ISLAND,214.947,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4120,2015-q4,staten island industrial park,STATEN ISLAND,210.928,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
4121,2015-q4,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,17,0,0,17
4122,2015-q4,bronx river parkway,BRONX        ,205.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,40,0,0,40
4123,2015-q4,soundview park,BRONX        ,205.31,ONE ACRE OR LARGER,0,0,2,0,0,1,0,3,23,0,0,23
4124,2015-q4,belt parkway,QUEENS       ,202.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,17,0,0,17
4125,2015-q4,willowbrook parkway,STATEN ISLAND,198.481,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,17,0,0,17
4126,2015-q4,inwood hill park,MANHATTAN    ,196.398,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,10,0,0,10
4127,2015-q4,clove lakes park,STATEN ISLAND,193.423,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,13,0,0,13
4128,2015-q4,fort washington park,MANHATTAN    ,184.143,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
4129,2015-q4,idlewild park,QUEENS       ,180.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
4130,2015-q4,wards island park,MANHATTAN    ,176.581,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4131,2015-q4,south shore country club,STATEN ISLAND,173.994,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
4132,2015-q4,saw mill creek marsh,STATEN ISLAND,171.778,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4133,2015-q4,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4134,2015-q4,jamaica bay park,QUEENS       ,149.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
4135,2015-q4,kissena corridor park,QUEENS       ,146.81,ONE ACRE OR LARGER,1,0,0,0,0,0,0,1,62,0,0,62
4136,2015-q4,highland park,BROOKLYN/QUEENS,146.339,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
4137,2015-q4,arden woods,STATEN ISLAND,145.864,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4138,2015-q4,riverdale park,BRONX        ,144.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
4139,2015-q4,ocean parkway malls,BROOKLYN     ,140.0,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,39,0,0,39
4140,2015-q4,bloomingdale park,STATEN ISLAND,138.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
4141,2015-q4,ocean breeze park,STATEN ISLAND,136.568,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
4142,2015-q4,canarsie park,BROOKLYN     ,132.2,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,8,0,0,8
4143,2015-q4,highbridge park manhattan side,MANHATTAN    ,130.1,ONE ACRE OR LARGER,0,0,3,2,0,0,0,5,0,0,0,0
4144,2015-q4,crotona park,BRONX        ,127.5,ONE ACRE OR LARGER,0,1,5,0,0,2,0,8,17,0,0,17
4145,2015-q4,paerdegat basin park,BROOKLYN     ,118.795,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
4146,2015-q4,hook creek park,QUEENS       ,111.163,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
4147,2015-q4,crescent beach park,STATEN ISLAND,110.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,12,0,0,12
4148,2015-q4,clearview park golf course,QUEENS       ,110.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
4149,2015-q4,baisley pond park,QUEENS       ,109.609,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2,17,0,0,17
4150,2015-q4,pelham parkway,BRONX        ,108.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,24,0,0,24
4151,2015-q4,pralls island,STATEN ISLAND,107.514,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
