,PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,CRIME_TOT,Street_light,Drinking,Drugs,311_Total
2154,2015-q1,givan square,BRONX        ,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2155,2015-q1,thomas boyland park,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2156,2015-q1,harold ickes playground,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2157,2015-q1,rev j polite playground,BRONX        ,1.815,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2158,2015-q1,mapes ballfield,BRONX        ,1.806,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2159,2015-q1,midland malls,QUEENS       ,1.803,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
2160,2015-q1,bennett park,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2161,2015-q1,cedar playground,BRONX        ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2162,2015-q1,conch playground,QUEENS       ,1.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
2163,2015-q1,raymond bush playground,BROOKLYN     ,1.795,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2164,2015-q1,playground 52 lii,BRONX        ,1.793,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2165,2015-q1,dr. green playground,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2166,2015-q1,brust park,BRONX        ,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2167,2015-q1,laurelton playground,QUEENS       ,1.785,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2168,2015-q1,manor park,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2169,2015-q1,simeone park,QUEENS       ,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2170,2015-q1,tappen park,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2171,2015-q1,luna park,BROOKLYN     ,1.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2172,2015-q1,alfred e. smith playground,MANHATTAN    ,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2173,2015-q1,electric playground,QUEENS       ,1.749,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2174,2015-q1,yellowstone park,QUEENS       ,1.745,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2175,2015-q1,corona golf playground,QUEENS       ,1.722,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2176,2015-q1,wilson playground,BROOKLYN     ,1.721,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2177,2015-q1,northern playground,QUEENS       ,1.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2178,2015-q1,bartel-pritchard square,BROOKLYN     ,1.711,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2179,2015-q1,doughboy plaza,QUEENS       ,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2180,2015-q1,castle hill little league field,BRONX        ,1.707,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2181,2015-q1,grand ferry park,BROOKLYN     ,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2182,2015-q1,happy warrior playground,MANHATTAN    ,1.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2183,2015-q1,allen mall one,MANHATTAN    ,1.698,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,3,0,13
2184,2015-q1,playground one twenty five cxxv,MANHATTAN    ,1.691,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2185,2015-q1,star spangled playground,BROOKLYN     ,1.687,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2186,2015-q1,patterson playground,BRONX        ,1.683,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2187,2015-q1,mount eden malls,BRONX        ,1.682,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2188,2015-q1,midland playground,STATEN ISLAND,1.681,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
2189,2015-q1,adam clayton powell jr. malls,MANHATTAN    ,1.679,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2190,2015-q1,james j walker park,MANHATTAN    ,1.67,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1,6,0,0,6
2191,2015-q1,banneker playground,BROOKLYN     ,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2192,2015-q1,whitestone playground,QUEENS       ,1.662,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2193,2015-q1,equity park,QUEENS       ,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2194,2015-q1,thursby basin park,QUEENS       ,1.657,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2195,2015-q1,bell malls,QUEENS       ,1.652,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2196,2015-q1,leif ericson fields,BROOKLYN     ,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2197,2015-q1,nehemiah park,BROOKLYN     ,1.648,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2198,2015-q1,marble hill playground,BRONX        ,1.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2199,2015-q1,wagner houses pool,MANHATTAN    ,1.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2200,2015-q1,harlem lane playground,MANHATTAN    ,1.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2201,2015-q1,crowley playground,QUEENS       ,1.633,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2202,2015-q1,burns playground,BRONX        ,1.623,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2203,2015-q1,100% playground,BROOKLYN     ,1.616,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2204,2015-q1,jackie robinson park brooklyn,BROOKLYN     ,1.607,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2205,2015-q1,ida court,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2206,2015-q1,jennifer's playground,STATEN ISLAND,1.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2207,2015-q1,real good park,QUEENS       ,1.598,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2208,2015-q1,allerton playground,BRONX        ,1.597,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2209,2015-q1,ocean hill playground,BROOKLYN     ,1.595,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2210,2015-q1,bellevue south park,MANHATTAN    ,1.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2211,2015-q1,dag hammarskjold plaza,MANHATTAN    ,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2212,2015-q1,mazzei playground,BRONX        ,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2213,2015-q1,kolbert playground,BROOKLYN     ,1.581,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2214,2015-q1,olmsted-beil house park,STATEN ISLAND,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2215,2015-q1,poor richard's playground,MANHATTAN    ,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2216,2015-q1,joan of arc park,MANHATTAN    ,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2217,2015-q1,taylor playground,BRONX        ,1.578,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2218,2015-q1,harmony park,BROOKLYN     ,1.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
2219,2015-q1,briarwood playground,QUEENS       ,1.558,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2220,2015-q1,clintonville playground,QUEENS       ,1.553,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2221,2015-q1,flatbush malls,BROOKLYN     ,1.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2222,2015-q1,washington park brooklyn,BROOKLYN     ,1.549,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2223,2015-q1,john hancock playground,BROOKLYN     ,1.547,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,10,0,0,10
2224,2015-q1,frank d. o'connor playground,QUEENS       ,1.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2225,2015-q1,old town playground,STATEN ISLAND,1.534,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2226,2015-q1,huguenot ponds park,STATEN ISLAND,1.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2227,2015-q1,reiff playground,QUEENS       ,1.529,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2228,2015-q1,russell sage playground,QUEENS       ,1.526,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2229,2015-q1,roger morris park,MANHATTAN    ,1.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2230,2015-q1,broad channel park,QUEENS       ,1.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2231,2015-q1,john allen payne park,BROOKLYN     ,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2232,2015-q1,spuyten duyvil playground,BRONX        ,1.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2233,2015-q1,bulova park,QUEENS       ,1.502,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
2234,2015-q1,decatur playground,BROOKLYN     ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2235,2015-q1,dry dock playground,MANHATTAN    ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2236,2015-q1,golconda playground,BROOKLYN     ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2237,2015-q1,maple grove park,QUEENS       ,1.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2238,2015-q1,unnamed park on riverside drive,MANHATTAN    ,1.494,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2239,2015-q1,marx brothers playground,MANHATTAN    ,1.486,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2240,2015-q1,brevoort playground,BROOKLYN     ,1.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,7,0,0,7
2241,2015-q1,playground sixty two lxii,QUEENS       ,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2242,2015-q1,tall oak playground,QUEENS       ,1.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2243,2015-q1,frontera park,QUEENS       ,1.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2244,2015-q1,colden playground,QUEENS       ,1.466,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2245,2015-q1,luther gulick playground,MANHATTAN    ,1.451,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2246,2015-q1,pulaski park,BRONX        ,1.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2247,2015-q1,booker t. washington playground,MANHATTAN    ,1.441,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2248,2015-q1,dunbar playground,BRONX        ,1.44,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,0,0,0,0
2249,2015-q1,playground twenty one,QUEENS       ,1.439,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2250,2015-q1,prospect playground,BRONX        ,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2251,2015-q1,woods playground,BROOKLYN     ,1.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2252,2015-q1,almeda playground,QUEENS       ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2253,2015-q1,gaeta park,STATEN ISLAND,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2254,2015-q1,glenwood playground,BROOKLYN     ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2255,2015-q1,sheltering arms playground,MANHATTAN    ,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2256,2015-q1,mall forty two xlii,QUEENS       ,1.429,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2257,2015-q1,norelli-hargreaves playground,QUEENS       ,1.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2258,2015-q1,bildersee playground,BROOKLYN     ,1.416,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2259,2015-q1,pulaski playground,BROOKLYN     ,1.416,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2260,2015-q1,macdonald park,QUEENS       ,1.415,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2261,2015-q1,owen f. dolen park,BRONX        ,1.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2262,2015-q1,van dyke playground,BROOKLYN     ,1.398,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1,1,0,0,1
2263,2015-q1,williamsbridge square,BRONX        ,1.395,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2264,2015-q1,people's park,BRONX        ,1.394,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2265,2015-q1,dome playground,BROOKLYN     ,1.385,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2266,2015-q1,russell pedersen playground,BROOKLYN     ,1.384,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2267,2015-q1,st. catherine's park,MANHATTAN    ,1.383,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2268,2015-q1,howard von dohlen playground,QUEENS       ,1.381,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2269,2015-q1,haven avenue,MANHATTAN    ,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2270,2015-q1,nautilus playground brooklyn,BROOKLYN     ,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2271,2015-q1,arcilla playground,BRONX        ,1.377,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2272,2015-q1,fountain of youth playground,BRONX        ,1.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2273,2015-q1,lieutenant john h. martinson playground,STATEN ISLAND,1.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2274,2015-q1,martinez playground,BROOKLYN     ,1.373,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2275,2015-q1,hillside park brooklyn,BROOKLYN     ,1.371,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2276,2015-q1,lt. lia playground,STATEN ISLAND,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2277,2015-q1,playground one forty,QUEENS       ,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2278,2015-q1,crack is wack playground,MANHATTAN    ,1.369,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2279,2015-q1,castle hill playground,BRONX        ,1.368,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
2280,2015-q1,adam yauch park,BROOKLYN     ,1.363,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2281,2015-q1,hope ballfield,BROOKLYN     ,1.363,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2282,2015-q1,dr. ronald mcnair park,BROOKLYN     ,1.361,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,11,0,0,11
2283,2015-q1,admiral farragut playground,BRONX        ,1.359,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2284,2015-q1,mcdonald playground staten island,STATEN ISLAND,1.352,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2285,2015-q1,unnamed park on vandalia avenue,BROOKLYN     ,1.351,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2286,2015-q1,fresh meadows playground,QUEENS       ,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2287,2015-q1,playground eighty lxxx,QUEENS       ,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2288,2015-q1,printer's park,BRONX        ,1.341,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2289,2015-q1,renaissance playground,MANHATTAN    ,1.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2290,2015-q1,classon playground at classon avenue & lafayette avenue,BROOKLYN     ,1.336,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2291,2015-q1,remsen playground,BROOKLYN     ,1.333,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2292,2015-q1,marc and jason's playground,BROOKLYN     ,1.326,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2293,2015-q1,veterans park staten island,STATEN ISLAND,1.324,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2294,2015-q1,lyons square playground,BRONX        ,1.322,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2295,2015-q1,agnes haywood playground,BRONX        ,1.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2296,2015-q1,marion hopkinson playground,BROOKLYN     ,1.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2297,2015-q1,ampere playground,QUEENS       ,1.318,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,8,0,0,8
2298,2015-q1,potomac playground,BROOKLYN     ,1.315,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2299,2015-q1,detective joseph mayrose park,BROOKLYN     ,1.314,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,15,0,0,15
2300,2015-q1,paul raimonda playground,QUEENS       ,1.31,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
2301,2015-q1,prall playground,STATEN ISLAND,1.307,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2302,2015-q1,horace harding playground,QUEENS       ,1.304,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2303,2015-q1,dean playground,BROOKLYN     ,1.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2304,2015-q1,seven gables playground,QUEENS       ,1.297,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2305,2015-q1,triborough bridge playground b,QUEENS       ,1.295,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2306,2015-q1,little flower playground,MANHATTAN    ,1.294,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2307,2015-q1,dongan playground,STATEN ISLAND,1.293,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2308,2015-q1,bushwick playground on flushing avenue,BROOKLYN     ,1.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2309,2015-q1,east river playground,MANHATTAN    ,1.285,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2310,2015-q1,samuel h. young park,BRONX        ,1.285,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2311,2015-q1,bowne playground,QUEENS       ,1.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2312,2015-q1,space time playground,BRONX        ,1.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2313,2015-q1,rudd playground,BROOKLYN     ,1.278,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2314,2015-q1,willow lake playground,QUEENS       ,1.277,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2315,2015-q1,murphy's brother's playground,MANHATTAN    ,1.275,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2316,2015-q1,cooney grauer field,BRONX        ,1.274,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
2317,2015-q1,wagner playground,MANHATTAN    ,1.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2318,2015-q1,emerald playground,QUEENS       ,1.265,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2319,2015-q1,charlie's place,BROOKLYN     ,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2320,2015-q1,pelham bay little league,BRONX        ,1.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2321,2015-q1,greene playground,BROOKLYN     ,1.259,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2322,2015-q1,tanahey playground,MANHATTAN    ,1.254,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2323,2015-q1,albert j. parham playground,BROOKLYN     ,1.253,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2324,2015-q1,parkside playground brooklyn,BROOKLYN     ,1.252,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2325,2015-q1,carlton park at carlton boulevard & crown avenue,STATEN ISLAND,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2326,2015-q1,playground ninety,QUEENS       ,1.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,6,0,0,6
2327,2015-q1,neptune playground,BROOKLYN     ,1.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2328,2015-q1,annunciation park,MANHATTAN    ,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2329,2015-q1,heckscher playground,BROOKLYN     ,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2330,2015-q1,grassmere playground,QUEENS       ,1.239,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2331,2015-q1,queensboro oval,MANHATTAN    ,1.239,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2332,2015-q1,gonzalo plasencia playground,BROOKLYN     ,1.236,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
2333,2015-q1,fresh meadows park,QUEENS       ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2334,2015-q1,patrick o'rourke park,BROOKLYN     ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2335,2015-q1,rienzi playground,BRONX        ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2336,2015-q1,roebling playground,BROOKLYN     ,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2337,2015-q1,howard bennett playground,MANHATTAN    ,1.228,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2338,2015-q1,stanley isaacs playground,MANHATTAN    ,1.227,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2339,2015-q1,chappetto square,QUEENS       ,1.226,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,9,0,0,9
2340,2015-q1,brighton playground,BROOKLYN     ,1.225,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2341,2015-q1,nelson playground,BRONX        ,1.222,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2342,2015-q1,sheepshead bay piers,BROOKLYN     ,1.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2343,2015-q1,eleanor roosevelt playground,BROOKLYN     ,1.211,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,4,0,0,4
2344,2015-q1,bayside playground,QUEENS       ,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2345,2015-q1,bayview playground,BROOKLYN     ,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2346,2015-q1,francis lewis playground,QUEENS       ,1.206,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2347,2015-q1,murray hill playground,QUEENS       ,1.206,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2348,2015-q1,magenta playground,BRONX        ,1.205,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2349,2015-q1,tiffany playground,BRONX        ,1.205,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2350,2015-q1,maurice a fitzgerald playground,QUEENS       ,1.201,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,1,0,0,1
2351,2015-q1,daniel boone playground,BRONX        ,1.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,3,0,0,3
2352,2015-q1,hilton holiday gardens,QUEENS       ,1.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2353,2015-q1,hattie carthan playground,BROOKLYN     ,1.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,2,0,0,2
2354,2015-q1,korean war veterans plaza,BROOKLYN     ,1.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,13,0,0,13
2355,2015-q1,stroud playground,BROOKLYN     ,1.194,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2356,2015-q1,tilden playground,BROOKLYN     ,1.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2357,2015-q1,lafayette playground on stillwell avenue,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,0,0,0,0
2358,2015-q1,south oxford park,BROOKLYN     ,1.187,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0,5,0,0,5
