,PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,CRIME_TOT,Street_light,Drinking,Drugs,311_Total,household,median_income,average_score,public_house,business
0,2014-q3,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,17.0,1.0,0.0,18.0,1069.0,34453.0,0.625,0.0,
1,2014-q4,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,20.0,1069.0,34453.0,0.625,0.0,
2,2015-q1,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,1069.0,34453.0,0.625,0.0,
3,2015-q2,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,24.0,0.0,0.0,24.0,1069.0,34453.0,0.625,0.0,
4,2015-q3,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,1.0,0.0,1.0,2.0,0.0,2.0,0.0,6.0,16.0,1.0,0.0,17.0,1069.0,34453.0,0.625,0.0,
5,2015-q4,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,1069.0,34453.0,0.625,0.0,
6,2016-q1,bronx park,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,1069.0,34453.0,0.625,0.0,
7,2016-q2,bronx park,BRONX        ,718.37,ONE ACRE OR LARGER,0.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,7.0,1069.0,34453.0,0.625,0.0,
8,2016-q3,bronx park,BRONX        ,718.37,ONE ACRE OR LARGER,0.0,0.0,5.0,3.0,0.0,4.0,0.0,12.0,15.0,0.0,0.0,15.0,1069.0,34453.0,0.625,0.0,
9,2014-q3,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,1122.0,100645.0,0.6875,0.0,
10,2014-q4,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1122.0,100645.0,0.6875,0.0,
11,2015-q1,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,1122.0,100645.0,0.6875,0.0,
12,2015-q2,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1122.0,100645.0,0.6875,0.0,
13,2015-q3,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1122.0,100645.0,0.6875,0.0,
14,2015-q4,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,1122.0,100645.0,0.6875,0.0,
15,2016-q1,silver lake park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,1122.0,100645.0,0.6875,0.0,
16,2016-q2,silver lake park,STATEN ISLAND,205.98,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,18.0,1122.0,100645.0,0.6875,0.0,
17,2016-q3,silver lake park,STATEN ISLAND,205.98,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,1122.0,100645.0,0.6875,0.0,
18,2014-q3,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2904.0,91144.0,0.375,0.0,
19,2014-q4,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2904.0,91144.0,0.375,0.0,
20,2015-q1,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2904.0,91144.0,0.375,0.0,
21,2015-q2,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2904.0,91144.0,0.375,0.0,
22,2015-q3,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,2904.0,91144.0,0.375,0.0,
23,2015-q4,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2904.0,91144.0,0.375,0.0,
24,2016-q1,blood root valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2904.0,91144.0,0.375,0.0,
25,2016-q2,blood root valley,STATEN ISLAND,161.24,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2904.0,91144.0,0.375,0.0,
26,2016-q3,blood root valley,STATEN ISLAND,161.24,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2904.0,91144.0,0.375,0.0,
27,2014-q3,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1048.0,90909.0,0.875,0.0,
28,2014-q4,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1048.0,90909.0,0.875,0.0,
29,2015-q1,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1048.0,90909.0,0.875,0.0,
30,2015-q2,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1048.0,90909.0,0.875,0.0,
31,2015-q3,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,90909.0,0.875,0.0,
32,2015-q4,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1048.0,90909.0,0.875,0.0,
33,2016-q1,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1048.0,90909.0,0.875,0.0,
34,2016-q2,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1048.0,90909.0,0.875,0.0,
35,2016-q3,high rock park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1048.0,90909.0,0.875,0.0,
36,2014-q3,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,11.0,7350.0,85412.4,0.75,0.0,
37,2014-q4,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0,7350.0,85412.4,0.75,0.0,
38,2015-q1,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,7350.0,85412.4,0.75,0.0,
39,2015-q2,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,7350.0,85412.4,0.75,0.0,
40,2015-q3,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,7350.0,85412.4,0.75,0.0,
41,2015-q4,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,7350.0,85412.4,0.75,0.0,
42,2016-q1,brookville park,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,7350.0,85412.4,0.75,0.0,
43,2016-q2,brookville park,QUEENS       ,89.95,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,7350.0,85412.4,0.75,0.0,
44,2016-q3,brookville park,QUEENS       ,89.95,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,7350.0,85412.4,0.75,0.0,
45,2014-q3,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1020.0,85515.0,0.75,0.0,
46,2014-q4,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1020.0,85515.0,0.75,0.0,
47,2015-q1,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1020.0,85515.0,0.75,0.0,
48,2015-q2,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1020.0,85515.0,0.75,0.0,
49,2015-q3,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1020.0,85515.0,0.75,0.0,
50,2015-q4,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1020.0,85515.0,0.75,0.0,
51,2016-q1,mcguire fields,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1020.0,85515.0,0.75,0.0,
52,2016-q2,mcguire fields,BROOKLYN     ,77.18,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1020.0,85515.0,0.75,0.0,
53,2016-q3,mcguire fields,BROOKLYN     ,77.18,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1020.0,85515.0,0.75,0.0,
54,2014-q3,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,3798.0,50658.0,0.875,0.0,
55,2014-q4,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3798.0,50658.0,0.875,0.0,
56,2015-q1,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,3798.0,50658.0,0.875,0.0,
57,2015-q2,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3798.0,50658.0,0.875,0.0,
58,2015-q3,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3798.0,50658.0,0.875,0.0,
59,2015-q4,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3798.0,50658.0,0.875,0.0,
60,2016-q1,fresh creek nature preserve,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3798.0,50658.0,0.875,0.0,
61,2016-q2,fresh creek nature preserve,BROOKLYN     ,77.04,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3798.0,50658.0,0.875,0.0,
62,2016-q3,fresh creek nature preserve,BROOKLYN     ,77.04,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3798.0,50658.0,0.875,0.0,
63,2014-q3,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,7.0,399.0,88750.0,0.25,0.0,
64,2014-q4,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,399.0,88750.0,0.25,0.0,
65,2015-q1,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,399.0,88750.0,0.25,0.0,
66,2015-q2,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,399.0,88750.0,0.25,0.0,
67,2015-q3,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,6.0,399.0,88750.0,0.25,0.0,
68,2015-q4,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,399.0,88750.0,0.25,0.0,
69,2016-q1,roy wilkins recreation center,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,399.0,88750.0,0.25,0.0,
70,2016-q2,roy wilkins recreation center,QUEENS       ,53.24,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,399.0,88750.0,0.25,0.0,
71,2016-q3,roy wilkins recreation center,QUEENS       ,53.24,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,9.0,399.0,88750.0,0.25,0.0,
72,2014-q3,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,490.0,103000.0,0.6875,0.0,
73,2014-q4,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,490.0,103000.0,0.6875,0.0,
74,2015-q1,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,490.0,103000.0,0.6875,0.0,
75,2015-q2,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,490.0,103000.0,0.6875,0.0,
76,2015-q3,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,13.0,490.0,103000.0,0.6875,0.0,
77,2015-q4,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,490.0,103000.0,0.6875,0.0,
78,2016-q1,manhattan beach park,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,490.0,103000.0,0.6875,0.0,
79,2016-q2,manhattan beach park,BROOKLYN     ,42.94,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,490.0,103000.0,0.6875,0.0,
80,2016-q3,manhattan beach park,BROOKLYN     ,42.94,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,490.0,103000.0,0.6875,0.0,
81,2014-q3,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,3766.0,49407.5,0.875,0.0,
82,2014-q4,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,3766.0,49407.5,0.875,0.0,
83,2015-q1,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3766.0,49407.5,0.875,0.0,
84,2015-q2,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,3766.0,49407.5,0.875,0.0,
85,2015-q3,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3766.0,49407.5,0.875,0.0,
86,2015-q4,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3766.0,49407.5,0.875,0.0,
87,2016-q1,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3766.0,49407.5,0.875,0.0,
88,2016-q2,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,3766.0,49407.5,0.875,0.0,
89,2016-q3,bayswater park,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3766.0,49407.5,0.875,0.0,
90,2014-q3,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2415.0,104458.0,0.75,0.0,
91,2014-q4,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2415.0,104458.0,0.75,0.0,
92,2015-q1,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2415.0,104458.0,0.75,0.0,
93,2015-q2,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2415.0,104458.0,0.75,0.0,
94,2015-q3,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2415.0,104458.0,0.75,0.0,
95,2015-q4,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2415.0,104458.0,0.75,0.0,
96,2016-q1,deere park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2415.0,104458.0,0.75,0.0,
97,2016-q2,deere park,STATEN ISLAND,39.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2415.0,104458.0,0.75,0.0,
98,2016-q3,deere park,STATEN ISLAND,39.78,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2415.0,104458.0,0.75,0.0,
99,2014-q3,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,1019.0,69609.0,0.8125,0.0,
100,2014-q4,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,1019.0,69609.0,0.8125,0.0,
101,2015-q1,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1019.0,69609.0,0.8125,0.0,
102,2015-q2,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,1019.0,69609.0,0.8125,0.0,
103,2015-q3,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,1019.0,69609.0,0.8125,0.0,
104,2015-q4,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,0.0,0.0,13.0,1019.0,69609.0,0.8125,0.0,
105,2016-q1,fort greene park,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1019.0,69609.0,0.8125,0.0,
106,2016-q2,fort greene park,BROOKLYN     ,30.17,ONE ACRE OR LARGER,0.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,15.0,1019.0,69609.0,0.8125,0.0,
107,2016-q3,fort greene park,BROOKLYN     ,30.17,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,9.0,1019.0,69609.0,0.8125,0.0,
108,2014-q3,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,246.0,57500.0,0.75,0.0,6.0
109,2014-q4,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,246.0,57500.0,0.75,0.0,6.0
110,2015-q1,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,246.0,57500.0,0.75,0.0,6.0
111,2015-q2,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,246.0,57500.0,0.75,0.0,6.0
112,2015-q3,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,246.0,57500.0,0.75,0.0,6.0
113,2015-q4,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,246.0,57500.0,0.75,0.0,6.0
114,2016-q1,alley athletic playground,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,246.0,57500.0,0.75,0.0,6.0
115,2016-q2,alley athletic playground,QUEENS       ,27.53,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,246.0,57500.0,0.75,0.0,6.0
116,2016-q3,alley athletic playground,QUEENS       ,27.53,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,246.0,57500.0,0.75,0.0,6.0
117,2014-q3,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1360.0,69848.0,0.625,0.0,
118,2014-q4,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,1360.0,69848.0,0.625,0.0,
119,2015-q1,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1360.0,69848.0,0.625,0.0,
120,2015-q2,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,1360.0,69848.0,0.625,0.0,
121,2015-q3,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,7.0,1360.0,69848.0,0.625,0.0,
122,2015-q4,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1360.0,69848.0,0.625,0.0,
123,2016-q1,owl's head park,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1360.0,69848.0,0.625,0.0,
124,2016-q2,owl's head park,BROOKLYN     ,24.22,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1360.0,69848.0,0.625,0.0,
125,2016-q3,owl's head park,BROOKLYN     ,24.22,ONE ACRE OR LARGER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1360.0,69848.0,0.625,0.0,
