,PERIOD,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,CRIME_TOT,Street_light,Drinking,Drugs,311_Total,household,median_income,average_score,public_house,business
466,2016-q2,city hall park,MANHATTAN    ,8.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,6.0,730.0,183500.0,0.875,0.0,6.0
467,2016-q3,city hall park,MANHATTAN    ,8.8,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,12.0,730.0,183500.0,0.875,0.0,6.0
468,2014-q3,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3089.0,42828.0,0.6875,0.0,
469,2014-q4,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3089.0,42828.0,0.6875,0.0,
470,2015-q1,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3089.0,42828.0,0.6875,0.0,
471,2015-q2,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3089.0,42828.0,0.6875,0.0,
472,2015-q3,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3089.0,42828.0,0.6875,0.0,
473,2015-q4,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,42828.0,0.6875,0.0,
474,2016-q1,coney island creek park,BROOKLYN     ,8.663,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3089.0,42828.0,0.6875,0.0,
475,2016-q2,coney island creek park,BROOKLYN     ,8.66,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,42828.0,0.6875,0.0,
476,2016-q3,coney island creek park,BROOKLYN     ,8.66,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,42828.0,0.6875,0.0,
477,2014-q3,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1125.0,71602.0,0.75,0.0,
478,2014-q4,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,71602.0,0.75,0.0,
479,2015-q1,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1125.0,71602.0,0.75,0.0,
480,2015-q2,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1125.0,71602.0,0.75,0.0,
481,2015-q3,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1125.0,71602.0,0.75,0.0,
482,2015-q4,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1125.0,71602.0,0.75,0.0,
483,2016-q1,john j carty park,BROOKLYN     ,8.565,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1125.0,71602.0,0.75,0.0,
484,2016-q2,john j carty park,BROOKLYN     ,8.57,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1125.0,71602.0,0.75,0.0,
485,2016-q3,john j carty park,BROOKLYN     ,8.57,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1125.0,71602.0,0.75,0.0,
486,2014-q3,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,5.0,1.0,0.0,6.0,7584.0,45051.3333333,0.625,5.0,45.0
487,2014-q4,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0,0.0,10.0,7584.0,45051.3333333,0.625,5.0,45.0
488,2015-q1,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,3.0,0.0,0.0,3.0,7584.0,45051.3333333,0.625,5.0,45.0
489,2015-q2,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,7.0,0.0,0.0,7.0,7584.0,45051.3333333,0.625,5.0,45.0
490,2015-q3,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,4.0,7584.0,45051.3333333,0.625,5.0,45.0
491,2015-q4,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,10.0,7584.0,45051.3333333,0.625,5.0,45.0
492,2016-q1,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,7584.0,45051.3333333,0.625,5.0,45.0
493,2016-q2,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,10.0,1.0,0.0,11.0,7584.0,45051.3333333,0.625,5.0,45.0
494,2016-q3,sara d. roosevelt park,MANHATTAN    ,7.85,ONE ACRE OR LARGER,0.0,0.0,3.0,4.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,8.0,7584.0,45051.3333333,0.625,5.0,45.0
495,2014-q3,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1833.0,100750.0,0.5,0.0,
496,2014-q4,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1833.0,100750.0,0.5,0.0,
497,2015-q1,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1833.0,100750.0,0.5,0.0,
498,2015-q2,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1833.0,100750.0,0.5,0.0,
499,2015-q3,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1833.0,100750.0,0.5,0.0,
500,2015-q4,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1833.0,100750.0,0.5,0.0,
501,2016-q1,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1833.0,100750.0,0.5,0.0,
502,2016-q2,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.0,100750.0,0.5,0.0,
503,2016-q3,ewen park,BRONX        ,7.84,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1833.0,100750.0,0.5,0.0,
504,2014-q3,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8125,0.0,
505,2014-q4,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8125,0.0,
506,2015-q1,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8125,0.0,
507,2015-q2,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,
508,2015-q3,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,
509,2015-q4,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8125,0.0,
510,2016-q1,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.8125,0.0,
511,2016-q2,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.8125,0.0,
512,2016-q3,mount prospect park,BROOKLYN     ,7.79,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.8125,0.0,
513,2014-q3,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1971.0,74964.0,0.75,0.0,
514,2014-q4,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1971.0,74964.0,0.75,0.0,
515,2015-q1,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1971.0,74964.0,0.75,0.0,
516,2015-q2,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1971.0,74964.0,0.75,0.0,
517,2015-q3,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1971.0,74964.0,0.75,0.0,
518,2015-q4,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1971.0,74964.0,0.75,0.0,
519,2016-q1,midland field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1971.0,74964.0,0.75,0.0,
520,2016-q2,midland field,STATEN ISLAND,7.46,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1971.0,74964.0,0.75,0.0,
521,2016-q3,midland field,STATEN ISLAND,7.46,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1971.0,74964.0,0.75,0.0,
522,2014-q3,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,997.0,84559.0,0.75,0.0,
523,2014-q4,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,997.0,84559.0,0.75,0.0,
524,2015-q1,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,997.0,84559.0,0.75,0.0,
525,2015-q2,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,997.0,84559.0,0.75,0.0,
526,2015-q3,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,997.0,84559.0,0.75,0.0,
527,2015-q4,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,997.0,84559.0,0.75,0.0,
528,2016-q1,schmul park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,84559.0,0.75,0.0,
529,2016-q2,schmul park,STATEN ISLAND,7.4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,997.0,84559.0,0.75,0.0,
530,2016-q3,schmul park,STATEN ISLAND,7.4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,997.0,84559.0,0.75,0.0,
531,2014-q3,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2739.0,26706.0,0.9375,0.0,
532,2014-q4,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2739.0,26706.0,0.9375,0.0,
533,2015-q1,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2739.0,26706.0,0.9375,0.0,
534,2015-q2,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739.0,26706.0,0.9375,0.0,
535,2015-q3,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2739.0,26706.0,0.9375,0.0,
536,2015-q4,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2739.0,26706.0,0.9375,0.0,
537,2016-q1,joyce kilmer park,BRONX        ,6.882,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2739.0,26706.0,0.9375,0.0,
538,2016-q2,joyce kilmer park,BRONX        ,6.88,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2739.0,26706.0,0.9375,0.0,
539,2016-q3,joyce kilmer park,BRONX        ,6.88,ONE ACRE OR LARGER,0.0,0.0,5.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,2.0,2739.0,26706.0,0.9375,0.0,
540,2014-q3,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2308.0,59655.0,0.75,0.0,
541,2014-q4,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2308.0,59655.0,0.75,0.0,
542,2015-q1,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.0,59655.0,0.75,0.0,
543,2015-q2,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2308.0,59655.0,0.75,0.0,
544,2015-q3,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2308.0,59655.0,0.75,0.0,
545,2015-q4,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2308.0,59655.0,0.75,0.0,
546,2016-q1,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2308.0,59655.0,0.75,0.0,
547,2016-q2,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.0,59655.0,0.75,0.0,
548,2016-q3,lindower park,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.0,59655.0,0.75,0.0,
549,2014-q3,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.0,50228.0,0.8125,0.0,
550,2014-q4,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.0,50228.0,0.8125,0.0,
551,2015-q1,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.0,50228.0,0.8125,0.0,
552,2015-q2,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2051.0,50228.0,0.8125,0.0,
553,2015-q3,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2051.0,50228.0,0.8125,0.0,
554,2015-q4,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2051.0,50228.0,0.8125,0.0,
555,2016-q1,j. hood wright park,MANHATTAN    ,6.699,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2051.0,50228.0,0.8125,0.0,
556,2016-q2,j. hood wright park,MANHATTAN    ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2051.0,50228.0,0.8125,0.0,
557,2016-q3,j. hood wright park,MANHATTAN    ,6.7,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2051.0,50228.0,0.8125,0.0,
558,2014-q3,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3447.0,98370.0,0.875,0.0,
559,2014-q4,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3447.0,98370.0,0.875,0.0,
560,2015-q1,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3447.0,98370.0,0.875,0.0,
561,2015-q2,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3447.0,98370.0,0.875,0.0,
562,2015-q3,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3447.0,98370.0,0.875,0.0,
563,2015-q4,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3447.0,98370.0,0.875,0.0,
564,2016-q1,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3447.0,98370.0,0.875,0.0,
565,2016-q2,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,3447.0,98370.0,0.875,0.0,
566,2016-q3,spuyten duyvil shorefront park,BRONX        ,6.6,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,3447.0,98370.0,0.875,0.0,
567,2014-q3,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1755.0,67813.0,0.6875,0.0,
568,2014-q4,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1755.0,67813.0,0.6875,0.0,
569,2015-q1,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1755.0,67813.0,0.6875,0.0,
570,2015-q2,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,1755.0,67813.0,0.6875,0.0,
571,2015-q3,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1755.0,67813.0,0.6875,0.0,
572,2015-q4,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1755.0,67813.0,0.6875,0.0,
573,2016-q1,westwood park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1755.0,67813.0,0.6875,0.0,
574,2016-q2,westwood park,STATEN ISLAND,6.56,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1755.0,67813.0,0.6875,0.0,
575,2016-q3,westwood park,STATEN ISLAND,6.56,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.0,67813.0,0.6875,0.0,
576,2014-q3,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1465.0,168375.0,0.6875,0.0,6.0
577,2014-q4,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1465.0,168375.0,0.6875,0.0,6.0
578,2015-q1,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1465.0,168375.0,0.6875,0.0,6.0
579,2015-q2,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1465.0,168375.0,0.6875,0.0,6.0
580,2015-q3,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,2.0,1465.0,168375.0,0.6875,0.0,6.0
581,2015-q4,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1465.0,168375.0,0.6875,0.0,6.0
582,2016-q1,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,0.0,3.0,1465.0,168375.0,0.6875,0.0,6.0
583,2016-q2,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,0.0,2.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,1465.0,168375.0,0.6875,0.0,6.0
584,2016-q3,union square park,MANHATTAN    ,6.51,ONE ACRE OR LARGER,0.0,0.0,4.0,4.0,0.0,9.0,0.0,17.0,5.0,1.0,0.0,6.0,1465.0,168375.0,0.6875,0.0,6.0
585,2014-q3,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1490.0,21300.0,0.875,1.0,
586,2014-q4,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1490.0,21300.0,0.875,1.0,
587,2015-q1,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1490.0,21300.0,0.875,1.0,
588,2015-q2,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1490.0,21300.0,0.875,1.0,
589,2015-q3,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1490.0,21300.0,0.875,1.0,
590,2015-q4,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,21300.0,0.875,1.0,
591,2016-q1,concrete plant park,BRONX        ,6.438,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1490.0,21300.0,0.875,1.0,
